"","gospodarz","gosc","gospodarz_res","gosc_res","dogrywka","daty","total","win_gosp","gosp_gosp","gosp_past_points","win_gosc","gosc_gosp","gosc_past_points","gosp_past_add","gosc_past_add","gosp_past_total","gosc_past_total","gosp_past_add.1","mth","daty_r"
"2676","HoustonRockets","SanAntonioSpurs",100,106,0,2016-11-12,206,1,0,101,1,1,96,0,0,200,182,0,"Nov",1407
"2677","MinnesotaTimberwolves","LosAngelesClippers",105,119,0,2016-11-12,224,1,0,123,1,0,110,0,0,230,218,0,"Nov",1407
"2678","MiamiHeat","UtahJazz",91,102,0,2016-11-12,193,0,1,95,1,0,87,0,0,193,161,0,"Nov",1407
"2679","MilwaukeeBucks","MemphisGrizzlies",106,96,0,2016-11-12,202,0,1,106,1,1,108,0,0,218,215,0,"Nov",1407
"2680","DenverNuggets","DetroitPistons",95,106,0,2016-11-12,201,0,1,101,0,0,86,0,0,226,182,0,"Nov",1407
"2681","PhoenixSuns","BrooklynNets",104,122,0,2016-11-12,226,1,1,107,0,0,96,0,0,207,206,0,"Nov",1407
"2682","ClevelandCavaliers","CharlotteHornets",100,93,0,2016-11-13,193,1,0,105,0,1,111,0,0,199,224,0,"Nov",1415
"2683","OklahomaCityThunder","OrlandoMagic",117,119,0,2016-11-13,236,0,1,108,0,1,74,0,0,218,161,0,"Nov",1415
"2684","MinnesotaTimberwolves","LosAngelesLakers",125,99,0,2016-11-13,224,0,1,105,1,0,126,0,0,224,225,0,"Nov",1415
"2685","GoldenStateWarriors","PhoenixSuns",133,120,0,2016-11-13,253,1,0,125,0,1,104,0,0,226,226,0,"Nov",1415
"2686","PortlandTrailBlazers","DenverNuggets",112,105,0,2016-11-13,217,1,1,122,0,1,95,1,0,242,201,1,"Nov",1415
"2687","IndianaPacers","OrlandoMagic",88,69,0,2016-11-14,157,0,1,99,1,0,119,0,0,204,236,0,"Nov",1421.5
"2688","NewYorkKnicks","DallasMavericks",93,77,0,2016-11-14,170,0,0,107,0,0,95,0,0,225,211,0,"Nov",1421.5
"2689","DetroitPistons","OklahomaCityThunder",104,88,0,2016-11-14,192,1,0,106,0,1,117,0,0,201,236,0,"Nov",1421.5
"2690","NewOrleansPelicans","BostonCeltics",106,105,0,2016-11-14,211,0,1,99,1,0,105,0,0,225,204,0,"Nov",1421.5
"2691","HoustonRockets","PhiladelphiaErs",115,88,0,2016-11-14,203,0,1,100,0,0,96,0,0,206,213,0,"Nov",1421.5
"2692","SanAntonioSpurs","MiamiHeat",94,90,0,2016-11-14,184,1,0,106,0,1,91,0,0,206,193,0,"Nov",1421.5
"2693","UtahJazz","MemphisGrizzlies",96,102,0,2016-11-14,198,1,0,102,0,0,96,0,0,193,202,0,"Nov",1421.5
"2694","LosAngelesClippers","BrooklynNets",127,95,0,2016-11-14,222,1,0,119,1,0,122,0,0,224,226,0,"Nov",1421.5
"2695","ClevelandCavaliers","TorontoRaptors",121,117,0,2016-11-15,238,1,1,100,1,1,118,0,0,193,225,0,"Nov",1428
"2696","MiamiHeat","AtlantaHawks",90,93,0,2016-11-15,183,0,0,90,1,1,117,0,0,184,213,0,"Nov",1428
"2697","MinnesotaTimberwolves","CharlotteHornets",108,115,0,2016-11-15,223,1,1,125,0,0,93,0,0,224,193,0,"Nov",1428
"2698","PortlandTrailBlazers","ChicagoBulls",88,113,0,2016-11-15,201,1,1,112,1,1,106,0,0,217,201,0,"Nov",1428
"2699","LosAngelesLakers","BrooklynNets",125,118,0,2016-11-15,243,0,0,99,0,0,95,0,0,224,222,0,"Nov",1428
"2700","PhiladelphiaErs","WashingtonWizards",109,102,0,2016-11-16,211,0,0,88,0,0,95,0,0,203,201,0,"Nov",1436
"2701","OrlandoMagic","NewOrleansPelicans",89,82,0,2016-11-16,171,0,0,69,1,1,106,0,0,157,211,0,"Nov",1436
"2702","IndianaPacers","ClevelandCavaliers",103,93,0,2016-11-16,196,1,1,88,1,1,121,0,0,157,238,0,"Nov",1436
"2703","BostonCeltics","DallasMavericks",90,83,0,2016-11-16,173,0,0,105,0,0,77,0,0,211,170,0,"Nov",1436
"2704","NewYorkKnicks","DetroitPistons",105,102,0,2016-11-16,207,1,1,93,1,1,104,0,0,170,192,0,"Nov",1436
"2705","AtlantaHawks","MilwaukeeBucks",107,100,0,2016-11-16,207,1,0,93,1,1,106,0,0,183,202,0,"Nov",1436
"2706","OklahomaCityThunder","HoustonRockets",105,103,0,2016-11-16,208,0,0,88,1,1,115,0,0,192,203,0,"Nov",1436
"2707","TorontoRaptors","GoldenStateWarriors",121,127,0,2016-11-16,248,0,0,117,1,1,133,0,0,238,253,0,"Nov",1436
"2708","DenverNuggets","PhoenixSuns",120,104,0,2016-11-16,224,0,0,105,0,0,120,0,0,217,253,0,"Nov",1436
"2709","LosAngelesClippers","MemphisGrizzlies",107,111,0,2016-11-16,218,1,1,127,1,0,102,0,0,222,198,0,"Nov",1436
"2710","SacramentoKings","SanAntonioSpurs",105,110,0,2016-11-16,215,0,0,120,1,1,94,1,0,242,184,1,"Nov",1436
"2711","WashingtonWizards","NewYorkKnicks",119,112,0,2016-11-17,231,0,0,102,1,1,105,0,0,211,207,0,"Nov",1444
"2712","MiamiHeat","MilwaukeeBucks",96,73,0,2016-11-17,169,0,1,90,0,0,100,0,0,183,207,0,"Nov",1444
"2713","HoustonRockets","PortlandTrailBlazers",126,109,0,2016-11-17,235,0,0,103,0,1,88,0,0,208,201,0,"Nov",1444
"2714","MinnesotaTimberwolves","PhiladelphiaErs",110,86,0,2016-11-17,196,0,1,108,1,1,109,0,0,223,211,0,"Nov",1444
"2715","UtahJazz","ChicagoBulls",77,85,0,2016-11-17,162,0,1,96,1,0,113,0,0,198,201,0,"Nov",1444
"2716","CharlotteHornets","AtlantaHawks",100,96,0,2016-11-18,196,1,0,115,1,1,107,0,0,223,207,0,"Nov",1451.5
"2717","IndianaPacers","PhoenixSuns",96,116,0,2016-11-18,212,1,1,103,0,0,104,0,0,196,224,0,"Nov",1451.5
"2718","ClevelandCavaliers","DetroitPistons",104,81,0,2016-11-18,185,0,0,93,0,0,102,0,0,196,207,0,"Nov",1451.5
"2719","NewOrleansPelicans","PortlandTrailBlazers",113,101,0,2016-11-18,214,0,0,82,0,0,109,0,0,171,235,0,"Nov",1451.5
"2720","OklahomaCityThunder","BrooklynNets",124,105,0,2016-11-18,229,1,1,105,0,0,118,0,0,208,243,0,"Nov",1451.5
"2721","BostonCeltics","GoldenStateWarriors",88,104,0,2016-11-18,192,1,1,90,1,0,127,0,0,173,248,0,"Nov",1451.5
"2722","DallasMavericks","MemphisGrizzlies",64,80,0,2016-11-18,144,0,0,83,1,0,111,0,0,173,218,0,"Nov",1451.5
"2723","DenverNuggets","TorontoRaptors",111,113,1,2016-11-18,224,1,1,120,0,1,121,0,0,224,248,0,"Nov",1451.5
"2724","LosAngelesLakers","SanAntonioSpurs",107,116,0,2016-11-18,223,1,1,125,1,0,110,0,0,243,215,0,"Nov",1451.5
"2725","SacramentoKings","LosAngelesClippers",115,121,0,2016-11-18,236,0,1,105,0,1,107,0,0,215,218,0,"Nov",1451.5
"2726","HoustonRockets","UtahJazz",111,102,0,2016-11-19,213,1,1,126,0,1,77,0,0,235,162,0,"Nov",1461
"2727","NewOrleansPelicans","CharlotteHornets",121,116,1,2016-11-19,237,1,1,113,1,1,100,0,0,214,196,0,"Nov",1461
"2728","WashingtonWizards","MiamiHeat",111,114,0,2016-11-19,225,1,1,119,1,1,96,0,0,231,169,0,"Nov",1461
"2729","OrlandoMagic","DallasMavericks",95,87,0,2016-11-19,182,1,1,89,0,1,64,0,0,171,144,0,"Nov",1461
"2730","DetroitPistons","BostonCeltics",92,94,0,2016-11-19,186,0,0,81,0,1,88,0,0,185,192,0,"Nov",1461
"2731","PhiladelphiaErs","PhoenixSuns",120,105,0,2016-11-19,225,0,0,86,1,0,116,0,0,196,212,0,"Nov",1461
"2732","MemphisGrizzlies","MinnesotaTimberwolves",93,71,0,2016-11-19,164,1,0,80,1,1,110,0,0,144,196,0,"Nov",1461
"2733","MilwaukeeBucks","GoldenStateWarriors",121,124,0,2016-11-19,245,0,0,73,1,0,104,0,0,169,192,0,"Nov",1461
"2734","LosAngelesClippers","ChicagoBulls",102,95,0,2016-11-19,197,1,0,121,1,0,85,0,0,236,162,0,"Nov",1461
"2735","NewYorkKnicks","AtlantaHawks",104,94,0,2016-11-20,198,0,0,112,0,0,96,0,0,231,196,0,"Nov",1468.5
"2736","BrooklynNets","PortlandTrailBlazers",109,129,0,2016-11-20,238,0,0,105,0,0,101,0,0,229,214,0,"Nov",1468.5
"2737","OklahomaCityThunder","IndianaPacers",111,115,1,2016-11-20,226,1,1,124,0,1,96,0,0,229,212,0,"Nov",1468.5
"2738","SacramentoKings","TorontoRaptors",102,99,0,2016-11-20,201,0,1,115,1,0,113,0,1,236,224,0,"Nov",1468.5
"2739","DenverNuggets","UtahJazz",105,91,0,2016-11-20,196,0,1,111,0,0,102,1,0,224,213,1,"Nov",1468.5
"2740","LosAngelesLakers","ChicagoBulls",110,118,0,2016-11-20,228,0,1,107,0,0,95,0,0,223,197,0,"Nov",1468.5
"2741","PhiladelphiaErs","MiamiHeat",101,94,0,2016-11-21,195,1,1,120,1,0,114,0,0,225,225,0,"Nov",1476
"2742","WashingtonWizards","PhoenixSuns",106,101,0,2016-11-21,207,0,1,111,0,0,105,0,0,225,225,0,"Nov",1476
"2743","CharlotteHornets","MemphisGrizzlies",90,105,0,2016-11-21,195,0,0,116,1,1,93,1,0,237,164,1,"Nov",1476
"2744","IndianaPacers","GoldenStateWarriors",83,120,0,2016-11-21,203,1,0,115,1,0,124,1,0,226,245,1,"Nov",1476
"2745","DetroitPistons","HoustonRockets",96,99,0,2016-11-21,195,0,1,92,1,1,111,0,0,186,213,0,"Nov",1476
"2746","MilwaukeeBucks","OrlandoMagic",93,89,0,2016-11-21,182,0,1,121,1,1,95,0,0,245,182,0,"Nov",1476
"2747","MinnesotaTimberwolves","BostonCeltics",93,99,0,2016-11-21,192,0,0,71,1,0,94,0,0,164,186,0,"Nov",1476
"2748","SanAntonioSpurs","DallasMavericks",96,91,0,2016-11-21,187,1,0,116,0,0,87,0,0,223,182,0,"Nov",1476
"2749","LosAngelesClippers","TorontoRaptors",123,115,0,2016-11-21,238,1,1,102,0,0,99,0,0,197,201,0,"Nov",1476
"2750","NewYorkKnicks","PortlandTrailBlazers",107,103,0,2016-11-22,210,1,1,104,1,0,129,0,0,198,238,0,"Nov",1482.5
"2751","AtlantaHawks","NewOrleansPelicans",94,112,0,2016-11-22,206,0,0,94,1,1,121,0,1,198,237,0,"Nov",1482.5
"2752","DenverNuggets","ChicagoBulls",110,107,0,2016-11-22,217,1,1,105,1,0,118,0,0,196,228,0,"Nov",1482.5
"2753","LosAngelesLakers","OklahomaCityThunder",111,109,0,2016-11-22,220,0,1,110,0,1,111,0,1,228,226,0,"Nov",1482.5
"2754","GoldenStateWarriors","LosAngelesLakers",149,106,0,2016-11-23,255,1,0,120,1,1,111,0,0,203,220,0,"Nov",1491
"2755","SacramentoKings","OklahomaCityThunder",116,101,0,2016-11-23,217,1,1,102,0,0,109,0,0,201,220,0,"Nov",1491
"2756","PhiladelphiaErs","MemphisGrizzlies",99,104,2,2016-11-23,203,1,1,101,1,0,105,0,0,195,195,0,"Nov",1491
"2757","CharlotteHornets","SanAntonioSpurs",114,119,0,2016-11-23,233,0,1,90,1,1,96,0,0,195,187,0,"Nov",1491
"2758","OrlandoMagic","PhoenixSuns",87,92,0,2016-11-23,179,0,0,89,0,0,101,0,0,182,207,0,"Nov",1491
"2759","ClevelandCavaliers","PortlandTrailBlazers",137,125,0,2016-11-23,262,1,1,104,0,0,103,0,0,185,210,0,"Nov",1491
"2760","IndianaPacers","AtlantaHawks",85,96,0,2016-11-23,181,0,1,83,0,1,94,0,0,203,206,0,"Nov",1491
"2761","BrooklynNets","BostonCeltics",92,111,0,2016-11-23,203,0,1,109,1,0,99,0,0,238,192,0,"Nov",1491
"2762","DetroitPistons","MiamiHeat",107,84,0,2016-11-23,191,0,1,96,0,0,94,0,0,195,195,0,"Nov",1491
"2763","HoustonRockets","TorontoRaptors",102,115,0,2016-11-23,217,1,0,99,0,0,115,0,0,195,238,0,"Nov",1491
"2764","DallasMavericks","LosAngelesClippers",104,124,0,2016-11-23,228,0,0,91,1,1,123,0,0,187,238,0,"Nov",1491
"2765","UtahJazz","DenverNuggets",108,83,0,2016-11-23,191,0,0,91,1,1,110,0,0,196,217,0,"Nov",1491
"2766","NewOrleansPelicans","MinnesotaTimberwolves",117,96,0,2016-11-23,213,1,0,112,0,1,93,0,0,206,192,0,"Nov",1491
"2767","BostonCeltics","SanAntonioSpurs",103,109,0,2016-11-25,212,1,0,111,1,0,119,0,0,203,233,0,"Nov",1505
"2768","OrlandoMagic","WashingtonWizards",91,94,0,2016-11-25,185,0,1,87,1,1,106,0,0,179,207,0,"Nov",1505
"2769","ClevelandCavaliers","DallasMavericks",128,90,0,2016-11-25,218,1,1,137,0,1,104,0,0,262,228,0,"Nov",1505
"2770","NewYorkKnicks","CharlotteHornets",113,111,1,2016-11-25,224,1,1,107,0,1,114,0,0,210,233,0,"Nov",1505
"2771","PhiladelphiaErs","ChicagoBulls",89,105,0,2016-11-25,194,0,1,99,0,0,107,2,0,203,217,2,"Nov",1505
"2772","DetroitPistons","LosAngelesClippers",108,97,0,2016-11-25,205,1,1,107,1,0,124,0,0,191,228,0,"Nov",1505
"2773","UtahJazz","AtlantaHawks",95,68,0,2016-11-25,163,1,1,108,1,0,96,0,0,191,181,0,"Nov",1505
"2774","MilwaukeeBucks","TorontoRaptors",99,105,0,2016-11-25,204,1,1,93,1,0,115,0,0,182,217,0,"Nov",1505
"2775","MemphisGrizzlies","MiamiHeat",81,90,0,2016-11-25,171,1,0,104,0,0,84,2,0,203,191,2,"Nov",1505
"2776","IndianaPacers","BrooklynNets",118,97,0,2016-11-25,215,0,1,85,0,1,92,0,0,181,203,0,"Nov",1505
"2777","DenverNuggets","OklahomaCityThunder",129,132,1,2016-11-25,261,0,0,83,0,0,101,0,0,191,217,0,"Nov",1505
"2778","PhoenixSuns","MinnesotaTimberwolves",85,98,0,2016-11-25,183,1,0,92,0,0,96,0,0,179,213,0,"Nov",1505
"2779","PortlandTrailBlazers","NewOrleansPelicans",119,104,0,2016-11-25,223,0,0,125,1,1,117,0,0,262,213,0,"Nov",1505
"2780","LosAngelesLakers","GoldenStateWarriors",85,109,0,2016-11-25,194,0,0,106,1,1,149,0,0,255,255,0,"Nov",1505
"2781","SacramentoKings","HoustonRockets",104,117,0,2016-11-25,221,1,1,116,0,1,102,0,0,217,217,0,"Nov",1505
"2782","WashingtonWizards","SanAntonioSpurs",100,112,0,2016-11-26,212,1,0,94,1,0,109,0,0,185,212,0,"Nov",1515
"2783","CharlotteHornets","NewYorkKnicks",107,102,0,2016-11-26,209,0,0,111,1,1,113,1,1,224,224,1,"Nov",1515
"2784","OklahomaCityThunder","DetroitPistons",106,88,0,2016-11-26,194,1,0,132,1,1,108,1,0,261,205,1,"Nov",1515
"2785","MiamiHeat","MemphisGrizzlies",107,110,0,2016-11-26,217,1,0,90,0,1,81,0,0,171,171,0,"Nov",1515
"2786","GoldenStateWarriors","MinnesotaTimberwolves",115,102,0,2016-11-26,217,1,0,109,1,0,98,0,0,194,183,0,"Nov",1515
"2787","PhiladelphiaErs","ClevelandCavaliers",108,112,0,2016-11-27,220,0,1,89,1,1,128,0,0,194,218,0,"Nov",1521.5
"2788","PhoenixSuns","DenverNuggets",114,120,0,2016-11-27,234,0,1,85,0,1,129,0,1,183,261,0,"Nov",1521.5
"2789","BrooklynNets","SacramentoKings",105,122,0,2016-11-27,227,0,0,97,0,1,104,0,0,215,221,0,"Nov",1521.5
"2790","OrlandoMagic","MilwaukeeBucks",96,104,0,2016-11-27,200,0,1,91,0,1,99,0,0,185,204,0,"Nov",1521.5
"2791","IndianaPacers","LosAngelesClippers",91,70,0,2016-11-27,161,1,1,118,0,0,97,0,0,215,205,0,"Nov",1521.5
"2792","DallasMavericks","NewOrleansPelicans",91,81,0,2016-11-27,172,0,0,90,0,0,104,0,0,218,223,0,"Nov",1521.5
"2793","PortlandTrailBlazers","HoustonRockets",114,130,0,2016-11-27,244,1,1,119,1,0,117,0,0,223,221,0,"Nov",1521.5
"2794","LosAngelesLakers","AtlantaHawks",109,94,0,2016-11-27,203,0,1,85,0,0,68,0,0,194,163,0,"Nov",1521.5
"2795","WashingtonWizards","SacramentoKings",101,95,1,2016-11-28,196,0,1,100,1,0,122,0,0,212,227,0,"Nov",1529
"2796","TorontoRaptors","PhiladelphiaErs",122,95,0,2016-11-28,217,1,0,105,0,1,108,0,0,204,220,0,"Nov",1529
"2797","NewYorkKnicks","OklahomaCityThunder",103,112,0,2016-11-28,215,0,0,102,1,1,106,0,0,209,194,0,"Nov",1529
"2798","MiamiHeat","BostonCeltics",104,112,0,2016-11-28,216,0,1,107,0,1,103,0,0,217,212,0,"Nov",1529
"2799","MemphisGrizzlies","CharlotteHornets",85,104,0,2016-11-28,189,1,0,110,1,1,107,0,0,217,209,0,"Nov",1529
"2800","MinnesotaTimberwolves","UtahJazz",103,112,0,2016-11-28,215,0,0,102,1,1,95,0,0,217,163,0,"Nov",1529
"2801","GoldenStateWarriors","AtlantaHawks",105,100,0,2016-11-28,205,1,1,115,0,0,94,0,0,217,203,0,"Nov",1529
"2802","CharlotteHornets","DetroitPistons",89,112,0,2016-11-29,201,1,0,104,0,0,88,0,0,189,194,0,"Nov",1535.5
"2803","BrooklynNets","LosAngelesClippers",127,122,2,2016-11-29,249,0,1,105,0,0,70,0,0,227,161,0,"Nov",1535.5
"2804","MilwaukeeBucks","ClevelandCavaliers",118,101,0,2016-11-29,219,1,0,104,1,0,112,0,0,200,220,0,"Nov",1535.5
"2805","NewOrleansPelicans","LosAngelesLakers",105,88,0,2016-11-29,193,0,0,81,1,1,109,0,0,172,203,0,"Nov",1535.5
"2806","SanAntonioSpurs","OrlandoMagic",83,95,0,2016-11-29,178,1,0,112,0,1,96,0,0,212,200,0,"Nov",1535.5
"2807","UtahJazz","HoustonRockets",120,101,0,2016-11-29,221,1,0,112,1,0,130,0,0,215,244,0,"Nov",1535.5
"2808","BostonCeltics","DetroitPistons",114,121,0,2016-11-30,235,1,0,112,1,0,112,0,0,216,201,0,"Nov",1543
"2809","TorontoRaptors","MemphisGrizzlies",120,105,0,2016-11-30,225,1,1,122,0,1,85,0,0,217,189,0,"Nov",1543
"2810","ChicagoBulls","LosAngelesLakers",90,96,0,2016-11-30,186,1,0,105,0,0,88,0,0,194,193,0,"Nov",1543
"2811","OklahomaCityThunder","WashingtonWizards",126,115,1,2016-11-30,241,1,0,112,1,1,101,0,1,215,196,0,"Nov",1543
"2812","MinnesotaTimberwolves","NewYorkKnicks",104,106,0,2016-11-30,210,0,1,103,0,1,103,0,0,215,215,0,"Nov",1543
"2813","DallasMavericks","SanAntonioSpurs",87,94,0,2016-11-30,181,1,1,91,0,1,83,0,0,172,178,0,"Nov",1543
"2814","DenverNuggets","MiamiHeat",98,106,0,2016-11-30,204,1,0,120,0,1,104,0,0,234,216,0,"Nov",1543
"2815","PhoenixSuns","AtlantaHawks",109,107,0,2016-11-30,216,0,1,114,0,0,100,0,0,234,205,0,"Nov",1543
"2816","PortlandTrailBlazers","IndianaPacers",131,109,0,2016-11-30,240,0,1,114,1,1,91,0,0,244,161,0,"Nov",1543
"2817","CharlotteHornets","DallasMavericks",97,87,0,2016-12-01,184,0,1,89,0,1,87,0,0,201,181,0,"Dec",1550.5
"2818","BrooklynNets","MilwaukeeBucks",93,111,0,2016-12-01,204,1,1,127,1,1,118,2,0,249,219,2,"Dec",1550.5
"2819","MemphisGrizzlies","OrlandoMagic",95,94,0,2016-12-01,189,0,0,105,1,0,95,0,0,225,178,0,"Dec",1550.5
"2820","ClevelandCavaliers","LosAngelesClippers",94,113,0,2016-12-01,207,0,0,101,0,0,122,0,2,219,249,0,"Dec",1550.5
"2821","UtahJazz","MiamiHeat",110,111,0,2016-12-01,221,1,1,120,1,0,106,0,0,221,204,0,"Dec",1550.5
"2822","GoldenStateWarriors","HoustonRockets",127,132,2,2016-12-01,259,1,1,105,0,0,101,0,0,205,221,0,"Dec",1550.5
"2823","PhiladelphiaErs","OrlandoMagic",88,105,0,2016-12-02,193,0,0,95,0,0,94,0,0,217,189,0,"Dec",1558
"2824","BostonCeltics","SacramentoKings",97,92,0,2016-12-02,189,0,1,114,0,0,95,0,1,235,196,0,"Dec",1558
"2825","TorontoRaptors","LosAngelesLakers",113,80,0,2016-12-02,193,1,1,120,1,0,96,0,0,225,186,0,"Dec",1558
"2826","NewYorkKnicks","MinnesotaTimberwolves",118,114,0,2016-12-02,232,1,0,106,0,1,104,0,0,210,210,0,"Dec",1558
"2827","ChicagoBulls","ClevelandCavaliers",111,105,0,2016-12-02,216,0,1,90,0,1,94,0,0,186,207,0,"Dec",1558
"2828","NewOrleansPelicans","LosAngelesClippers",96,114,0,2016-12-02,210,1,1,105,1,0,113,0,0,193,207,0,"Dec",1558
"2829","AtlantaHawks","DetroitPistons",85,121,0,2016-12-02,206,0,0,107,1,0,121,0,0,216,235,0,"Dec",1558
"2830","SanAntonioSpurs","WashingtonWizards",107,105,0,2016-12-02,212,1,0,94,0,0,115,0,1,181,241,0,"Dec",1558
"2831","DenverNuggets","HoustonRockets",110,128,0,2016-12-02,238,0,1,98,1,0,132,0,2,204,259,0,"Dec",1558
"2832","MilwaukeeBucks","BrooklynNets",112,103,0,2016-12-03,215,1,0,111,0,1,93,0,0,204,204,0,"Dec",1567
"2833","CharlotteHornets","MinnesotaTimberwolves",120,125,1,2016-12-03,245,1,1,97,0,0,114,0,0,184,232,0,"Dec",1567
"2834","TorontoRaptors","AtlantaHawks",128,84,0,2016-12-03,212,1,1,113,0,1,85,0,0,193,206,0,"Dec",1567
"2835","PhiladelphiaErs","BostonCeltics",106,107,0,2016-12-03,213,0,1,88,1,1,97,0,0,193,189,0,"Dec",1567
"2836","MemphisGrizzlies","LosAngelesLakers",103,100,0,2016-12-03,203,1,1,95,0,0,80,0,0,189,193,0,"Dec",1567
"2837","DallasMavericks","ChicagoBulls",107,82,0,2016-12-03,189,0,0,87,1,1,111,0,0,184,216,0,"Dec",1567
"2838","UtahJazz","DenverNuggets",105,98,0,2016-12-03,203,0,1,110,0,1,110,0,0,221,238,0,"Dec",1567
"2839","PortlandTrailBlazers","MiamiHeat",99,92,0,2016-12-03,191,1,1,131,1,0,111,0,0,240,221,0,"Dec",1567
"2840","GoldenStateWarriors","PhoenixSuns",138,109,0,2016-12-03,247,0,1,127,1,1,109,2,0,259,216,2,"Dec",1567
"2841","DetroitPistons","OrlandoMagic",92,98,0,2016-12-04,190,1,0,121,1,0,105,0,0,206,193,0,"Dec",1573.5
"2842","OklahomaCityThunder","NewOrleansPelicans",101,92,0,2016-12-04,193,1,1,126,0,1,96,1,0,241,210,1,"Dec",1573.5
"2843","NewYorkKnicks","SacramentoKings",106,98,0,2016-12-04,204,1,1,118,0,0,92,0,0,232,189,0,"Dec",1573.5
"2844","LosAngelesClippers","IndianaPacers",102,111,0,2016-12-04,213,1,0,114,0,0,109,0,0,210,240,0,"Dec",1573.5
"2845","PhiladelphiaErs","DenverNuggets",98,106,0,2016-12-05,204,0,1,106,0,0,98,0,0,213,203,0,"Dec",1581
"2846","TorontoRaptors","ClevelandCavaliers",112,116,0,2016-12-05,228,1,1,128,0,0,105,0,0,212,216,0,"Dec",1581
"2847","BrooklynNets","WashingtonWizards",113,118,0,2016-12-05,231,0,0,103,0,0,105,0,0,215,212,0,"Dec",1581
"2848","AtlantaHawks","OklahomaCityThunder",99,102,0,2016-12-05,201,0,0,84,1,1,101,0,0,212,193,0,"Dec",1581
"2849","ChicagoBulls","PortlandTrailBlazers",110,112,0,2016-12-05,222,0,0,82,1,1,99,0,0,189,191,0,"Dec",1581
"2850","MilwaukeeBucks","SanAntonioSpurs",96,97,0,2016-12-05,193,1,1,112,1,1,107,0,0,215,212,0,"Dec",1581
"2851","NewOrleansPelicans","MemphisGrizzlies",108,110,2,2016-12-05,218,0,0,92,1,1,103,0,0,193,203,0,"Dec",1581
"2852","HoustonRockets","BostonCeltics",107,106,0,2016-12-05,213,1,0,128,1,0,107,0,0,238,213,0,"Dec",1581
"2853","DallasMavericks","CharlotteHornets",101,109,0,2016-12-05,210,1,1,107,0,1,120,0,1,189,245,0,"Dec",1581
"2854","LosAngelesLakers","UtahJazz",101,107,0,2016-12-05,208,0,0,100,1,1,105,0,0,203,203,0,"Dec",1581
"2855","GoldenStateWarriors","IndianaPacers",142,106,0,2016-12-05,248,1,1,138,1,0,111,0,0,247,213,0,"Dec",1581
"2856","WashingtonWizards","OrlandoMagic",116,124,0,2016-12-06,240,1,0,118,1,0,98,0,0,231,190,0,"Dec",1589.5
"2857","MiamiHeat","NewYorkKnicks",103,114,0,2016-12-06,217,0,0,92,1,1,106,0,0,191,204,0,"Dec",1589.5
"2858","DetroitPistons","ChicagoBulls",102,91,0,2016-12-06,193,0,1,92,0,1,110,0,0,190,222,0,"Dec",1589.5
"2859","MemphisGrizzlies","PhiladelphiaErs",96,91,0,2016-12-06,187,1,0,110,0,1,98,2,0,218,204,2,"Dec",1589.5
"2860","MinnesotaTimberwolves","SanAntonioSpurs",91,105,0,2016-12-06,196,1,0,125,1,0,97,1,0,245,193,1,"Dec",1589.5
"2861","UtahJazz","PhoenixSuns",112,105,0,2016-12-06,217,1,0,107,0,0,109,0,0,208,247,0,"Dec",1589.5
"2862","CharlotteHornets","DetroitPistons",87,77,0,2016-12-07,164,1,0,109,1,1,102,0,0,210,193,0,"Dec",1597.5
"2863","OrlandoMagic","BostonCeltics",87,117,0,2016-12-07,204,1,0,124,0,0,106,0,0,240,213,0,"Dec",1597.5
"2864","BrooklynNets","DenverNuggets",116,111,0,2016-12-07,227,0,1,113,1,0,106,0,0,231,204,0,"Dec",1597.5
"2865","AtlantaHawks","MiamiHeat",103,95,0,2016-12-07,198,0,1,99,0,1,103,0,0,201,217,0,"Dec",1597.5
"2866","MilwaukeeBucks","PortlandTrailBlazers",115,107,0,2016-12-07,222,0,1,96,1,0,112,0,0,193,222,0,"Dec",1597.5
"2867","HoustonRockets","LosAngelesLakers",134,95,0,2016-12-07,229,1,1,107,0,1,101,0,0,213,208,0,"Dec",1597.5
"2868","NewYorkKnicks","ClevelandCavaliers",94,126,0,2016-12-07,220,1,0,114,1,0,116,0,0,217,228,0,"Dec",1597.5
"2869","DallasMavericks","SacramentoKings",89,120,0,2016-12-07,209,0,1,101,0,0,98,0,0,210,204,0,"Dec",1597.5
"2870","PhoenixSuns","IndianaPacers",94,109,0,2016-12-07,203,0,0,105,0,0,106,0,0,217,248,0,"Dec",1597.5
"2871","LosAngelesClippers","GoldenStateWarriors",98,115,0,2016-12-07,213,0,1,102,1,1,142,0,0,213,248,0,"Dec",1597.5
"2872","TorontoRaptors","MinnesotaTimberwolves",124,110,0,2016-12-08,234,0,1,112,0,1,91,0,0,228,196,0,"Dec",1605.5
"2873","WashingtonWizards","DenverNuggets",92,85,0,2016-12-08,177,0,1,116,0,0,111,0,0,240,227,0,"Dec",1605.5
"2874","MemphisGrizzlies","PortlandTrailBlazers",88,86,0,2016-12-08,174,1,1,96,0,0,107,0,0,187,222,0,"Dec",1605.5
"2875","NewOrleansPelicans","PhiladelphiaErs",88,99,0,2016-12-08,187,0,1,108,0,0,91,2,0,218,187,2,"Dec",1605.5
"2876","UtahJazz","GoldenStateWarriors",99,106,0,2016-12-08,205,1,1,112,1,0,115,0,0,217,213,0,"Dec",1605.5
