,gospodarz,gosc,daty,daty_fac,predykcja
868,MilwaukeeBucks,OrlandoMagic,747,380,211.769560884776
869,OrlandoMagic,OrlandoMagic,747,380,232.462359109721
870,BostonCeltics,OrlandoMagic,747,380,223.684622287067
871,DetroitPistons,BostonCeltics,747,380,211.028507177172
872,ClevelandCavaliers,BostonCeltics,747,380,230.364606783799
873,NewOrleansPelicans,BostonCeltics,747,380,215.276835754518
874,WashingtonWizards,BostonCeltics,747,380,228.46303334949
875,PhiladelphiaErs,BostonCeltics,747,380,213.427052827756
876,ChicagoBulls,BostonCeltics,747,380,201.682591157459
877,UtahJazz,BostonCeltics,747,380,216.591031986523
878,CharlotteHornets,BostonCeltics,747,380,211.981220523847
879,IndianaPacers,BostonCeltics,747,380,210.90581739766
880,DenverNuggets,BostonCeltics,747,380,226.380060763999
881,NewYorkKnicks,BostonCeltics,747,380,221.033816034695
882,SanAntonioSpurs,BostonCeltics,747,380,218.573139401734
883,DallasMavericks,BostonCeltics,747,380,226.809278078793
884,LosAngelesClippers,BostonCeltics,747,380,217.147264932243
885,MinnesotaTimberwolves,BostonCeltics,747,380,226.165746696165
886,MemphisGrizzlies,BostonCeltics,747,380,217.267594872558
887,AtlantaHawks,BostonCeltics,747,380,213.941897156806
888,BrooklynNets,BostonCeltics,747,380,208.499407698202
889,GoldenStateWarriors,BostonCeltics,747,380,206.10361571379
890,LosAngelesLakers,BostonCeltics,747,380,214.625440323016
891,PortlandTrailBlazers,BostonCeltics,747,380,234.307312066574
892,MiamiHeat,BostonCeltics,747,380,205.614233428836
893,OklahomaCityThunder,BostonCeltics,747,380,196.870623488992
894,TorontoRaptors,BostonCeltics,747,380,217.667418118818
895,PhoenixSuns,BostonCeltics,747,380,214.169089541471
896,SacramentoKings,BostonCeltics,747,380,212.68029643565
897,HoustonRockets,BostonCeltics,747,380,217.276835754518
898,MilwaukeeBucks,BostonCeltics,747,380,208.610890583531
899,OrlandoMagic,BostonCeltics,747,380,213.727288499409
900,BostonCeltics,BostonCeltics,747,380,234.920446431309
