"","gospodarz","gosc","gospodarz_res","gosc_res","dogrywka","daty","total","win_gosp","gosp_gosp","gosp_past_points","win_gosc","gosc_gosp","gosc_past_points","gosp_past_add","gosc_past_add","gosp_past_total","gosp_past_add.1"
"2178","NewOrleansPelicans","SanAntonioSpurs",86,94,0,2016-03-03,180,0,0,95,1,1,97,0,0,195,0
"2179","DallasMavericks","SacramentoKings",101,104,0,2016-03-03,205,1,1,121,0,0,98,0,0,229,0
"2180","GoldenStateWarriors","OklahomaCityThunder",121,106,0,2016-03-03,227,1,1,109,0,0,98,1,0,214,1
"2181","CharlotteHornets","IndianaPacers",108,101,0,2016-03-04,209,1,0,119,1,0,104,0,0,218,0
"2182","OrlandoMagic","PhoenixSuns",84,102,0,2016-03-04,186,1,1,102,0,0,92,0,0,191,0
"2183","PhiladelphiaErs","MiamiHeat",102,112,0,2016-03-04,214,0,1,99,1,1,108,0,0,218,0
"2184","BostonCeltics","NewYorkKnicks",105,104,0,2016-03-04,209,1,1,116,0,1,85,0,0,209,0
"2185","TorontoRaptors","PortlandTrailBlazers",117,115,0,2016-03-04,232,1,1,104,0,0,93,0,0,198,0
"2186","ClevelandCavaliers","WashingtonWizards",108,83,0,2016-03-04,191,1,1,100,1,0,104,0,0,196,0
"2187","MemphisGrizzlies","UtahJazz",94,88,0,2016-03-04,182,1,1,104,0,0,94,0,0,202,0
"2188","MilwaukeeBucks","MinnesotaTimberwolves",116,101,0,2016-03-04,217,0,1,99,0,1,98,0,0,203,0
"2189","DenverNuggets","BrooklynNets",120,121,1,2016-03-04,241,1,1,117,0,0,101,0,0,224,0
"2190","LosAngelesLakers","AtlantaHawks",77,106,0,2016-03-04,183,0,0,107,0,0,105,0,1,224,0
"2191","ClevelandCavaliers","BostonCeltics",120,103,0,2016-03-05,223,1,1,108,1,1,105,0,0,191,0
"2192","NewYorkKnicks","DetroitPistons",102,89,0,2016-03-05,191,0,0,104,0,0,81,0,0,209,0
"2193","WashingtonWizards","IndianaPacers",99,100,0,2016-03-05,199,0,0,83,0,0,101,0,0,191,0
"2194","NewOrleansPelicans","UtahJazz",94,106,0,2016-03-05,200,0,1,86,0,0,88,0,0,180,0
"2195","MinnesotaTimberwolves","BrooklynNets",132,118,0,2016-03-05,250,0,0,101,1,0,121,0,1,217,0
"2196","ChicagoBulls","HoustonRockets",108,100,0,2016-03-05,208,0,0,89,1,1,100,0,0,191,0
"2197","SanAntonioSpurs","SacramentoKings",104,94,0,2016-03-05,198,1,0,94,1,0,104,0,0,180,0
"2198","LosAngelesClippers","AtlantaHawks",97,107,0,2016-03-05,204,1,1,103,1,0,106,0,0,201,0
"2199","MilwaukeeBucks","OklahomaCityThunder",96,104,0,2016-03-06,200,1,1,116,0,0,106,0,0,217,0
"2200","LosAngelesLakers","GoldenStateWarriors",112,95,0,2016-03-06,207,0,1,77,1,1,121,0,0,183,0
"2201","MemphisGrizzlies","PhoenixSuns",100,109,0,2016-03-06,209,1,1,94,1,0,102,0,0,182,0
"2202","DenverNuggets","DallasMavericks",116,114,1,2016-03-06,230,0,1,120,0,1,101,1,0,241,1
"2203","DetroitPistons","PortlandTrailBlazers",123,103,0,2016-03-06,226,0,0,89,0,0,115,0,0,191,0
"2204","MiamiHeat","PhiladelphiaErs",103,98,0,2016-03-06,201,1,0,112,0,1,102,0,0,214,0
"2205","TorontoRaptors","HoustonRockets",107,113,0,2016-03-06,220,1,1,117,0,0,100,0,0,232,0
"2206","CharlotteHornets","MinnesotaTimberwolves",108,103,0,2016-03-07,211,1,1,108,1,1,132,0,0,209,0
"2207","ClevelandCavaliers","MemphisGrizzlies",103,106,0,2016-03-07,209,1,1,120,0,1,100,0,0,223,0
"2208","IndianaPacers","SanAntonioSpurs",99,91,0,2016-03-07,190,1,0,100,1,1,104,0,0,199,0
"2209","ChicagoBulls","MilwaukeeBucks",100,90,0,2016-03-07,190,1,1,108,0,1,96,0,0,208,0
"2210","NewOrleansPelicans","SacramentoKings",115,112,0,2016-03-07,227,0,1,94,0,0,94,0,0,200,0
"2211","DallasMavericks","LosAngelesClippers",90,109,0,2016-03-07,199,0,0,114,0,1,97,1,0,230,1
"2212","GoldenStateWarriors","OrlandoMagic",119,113,0,2016-03-07,232,0,0,95,0,1,84,0,0,207,0
"2213","TorontoRaptors","BrooklynNets",104,99,0,2016-03-08,203,0,1,107,0,0,118,0,0,220,0
"2214","MinnesotaTimberwolves","SanAntonioSpurs",91,116,0,2016-03-08,207,0,0,103,0,0,91,0,0,211,0
"2215","DenverNuggets","NewYorkKnicks",110,94,0,2016-03-08,204,1,1,116,1,1,102,1,0,230,1
"2216","UtahJazz","AtlantaHawks",84,91,0,2016-03-08,175,1,0,106,1,0,107,0,0,200,0
"2217","PortlandTrailBlazers","WashingtonWizards",116,109,1,2016-03-08,225,0,0,103,0,1,99,0,0,226,0
"2218","LosAngelesLakers","OrlandoMagic",107,98,0,2016-03-08,205,1,1,112,0,0,113,0,0,207,0
"2219","CharlotteHornets","NewOrleansPelicans",122,113,0,2016-03-09,235,1,1,108,1,1,115,0,0,211,0
"2220","PhiladelphiaErs","HoustonRockets",104,118,0,2016-03-09,222,0,0,98,1,0,113,0,0,201,0
"2221","MilwaukeeBucks","MiamiHeat",114,108,0,2016-03-09,222,0,0,90,1,1,103,0,0,190,0
"2222","BostonCeltics","MemphisGrizzlies",116,96,0,2016-03-09,212,0,0,103,1,0,106,0,0,223,0
"2223","DallasMavericks","DetroitPistons",96,102,0,2016-03-09,198,0,1,90,1,1,123,0,0,199,0
"2224","OklahomaCityThunder","LosAngelesClippers",120,108,0,2016-03-09,228,1,0,104,1,0,109,0,0,200,0
"2225","PhoenixSuns","NewYorkKnicks",97,128,0,2016-03-09,225,1,0,109,0,0,94,0,0,209,0
"2226","SacramentoKings","ClevelandCavaliers",111,120,0,2016-03-09,231,0,0,112,0,1,103,0,0,227,0
"2227","GoldenStateWarriors","UtahJazz",115,94,0,2016-03-09,209,1,1,119,0,1,84,0,0,232,0
"2228","TorontoRaptors","AtlantaHawks",104,96,0,2016-03-10,200,1,1,104,1,0,91,0,0,203,0
"2229","SanAntonioSpurs","ChicagoBulls",109,101,0,2016-03-10,210,1,0,116,1,1,100,0,0,207,0
"2230","DenverNuggets","PhoenixSuns",116,98,0,2016-03-10,214,1,1,110,0,1,97,0,0,204,0
"2231","LosAngelesLakers","ClevelandCavaliers",108,120,0,2016-03-10,228,1,1,107,1,0,120,0,0,205,0
"2232","CharlotteHornets","DetroitPistons",118,103,0,2016-03-11,221,1,1,122,1,0,102,0,0,235,0
"2233","PhiladelphiaErs","BrooklynNets",95,89,0,2016-03-11,184,0,1,104,0,0,99,0,0,222,0
"2234","BostonCeltics","HoustonRockets",98,102,0,2016-03-11,200,1,1,116,1,0,118,0,0,212,0
"2235","ChicagoBulls","MiamiHeat",96,118,0,2016-03-11,214,0,0,101,0,0,108,0,0,210,0
"2236","MemphisGrizzlies","NewOrleansPelicans",121,114,1,2016-03-11,235,0,0,96,0,0,113,0,0,212,0
"2237","OklahomaCityThunder","MinnesotaTimberwolves",96,99,0,2016-03-11,195,1,1,120,0,1,91,0,0,228,0
"2238","UtahJazz","WashingtonWizards",114,93,0,2016-03-11,207,0,0,94,0,0,109,0,1,209,0
"2239","SacramentoKings","OrlandoMagic",100,107,0,2016-03-11,207,0,1,111,0,0,98,0,0,231,0
"2240","GoldenStateWarriors","PortlandTrailBlazers",128,112,0,2016-03-11,240,1,1,115,1,1,116,0,1,209,0
"2241","LosAngelesClippers","NewYorkKnicks",101,94,0,2016-03-11,195,0,0,108,1,0,128,0,0,228,0
"2242","DallasMavericks","IndianaPacers",105,112,0,2016-03-12,217,0,1,96,1,1,99,0,0,198,0
"2243","CharlotteHornets","HoustonRockets",125,109,0,2016-03-12,234,1,1,118,1,0,102,0,0,221,0
"2244","PhiladelphiaErs","DetroitPistons",111,125,0,2016-03-12,236,1,1,95,0,0,103,0,0,184,0
"2245","TorontoRaptors","MiamiHeat",112,104,1,2016-03-12,216,1,1,104,1,0,118,0,0,200,0
"2246","AtlantaHawks","MemphisGrizzlies",95,83,0,2016-03-12,178,0,0,96,1,1,121,0,1,200,0
"2247","MilwaukeeBucks","NewOrleansPelicans",103,92,0,2016-03-12,195,1,1,114,0,0,114,0,1,222,0
"2248","SanAntonioSpurs","OklahomaCityThunder",93,85,0,2016-03-12,178,1,1,109,0,1,96,0,0,210,0
"2249","DenverNuggets","WashingtonWizards",116,100,0,2016-03-12,216,1,1,116,0,0,93,0,0,214,0
"2250","GoldenStateWarriors","PhoenixSuns",123,116,0,2016-03-12,239,1,1,128,0,0,98,0,0,240,0
"2251","PortlandTrailBlazers","OrlandoMagic",121,84,0,2016-03-12,205,0,0,112,1,0,107,0,0,240,0
"2252","LosAngelesClippers","ClevelandCavaliers",90,114,0,2016-03-13,204,1,1,101,1,0,120,0,0,195,0
"2253","AtlantaHawks","IndianaPacers",104,75,0,2016-03-13,179,1,1,95,1,0,112,0,0,178,0
"2254","BrooklynNets","MilwaukeeBucks",100,109,0,2016-03-13,209,0,0,89,1,1,103,0,0,184,0
"2255","SacramentoKings","UtahJazz",99,108,0,2016-03-13,207,0,1,100,1,1,114,0,0,207,0
"2256","LosAngelesLakers","NewYorkKnicks",87,90,0,2016-03-13,177,0,1,108,0,0,94,0,0,228,0
"2257","CharlotteHornets","DallasMavericks",96,107,0,2016-03-14,203,1,1,125,0,1,105,0,0,234,0
"2258","WashingtonWizards","DetroitPistons",124,81,0,2016-03-14,205,0,0,100,1,0,125,0,0,216,0
"2259","MiamiHeat","DenverNuggets",124,119,0,2016-03-14,243,0,0,104,1,1,116,1,0,216,1
"2260","TorontoRaptors","ChicagoBulls",107,109,0,2016-03-14,216,1,1,112,0,1,96,1,0,216,1
"2261","HoustonRockets","MemphisGrizzlies",130,81,0,2016-03-14,211,0,0,109,0,0,83,0,0,234,0
"2262","OklahomaCityThunder","PortlandTrailBlazers",128,94,0,2016-03-14,222,0,0,85,1,1,121,0,0,178,0
"2263","UtahJazz","ClevelandCavaliers",94,85,0,2016-03-14,179,1,0,108,1,0,114,0,0,207,0
"2264","PhoenixSuns","MinnesotaTimberwolves",107,104,0,2016-03-14,211,0,0,116,1,0,99,0,0,239,0
"2265","GoldenStateWarriors","NewOrleansPelicans",125,107,0,2016-03-14,232,1,1,123,0,0,92,0,0,239,0
"2266","IndianaPacers","BostonCeltics",103,98,0,2016-03-15,201,0,0,75,0,1,98,0,0,179,0
"2267","OrlandoMagic","DenverNuggets",116,110,0,2016-03-15,226,0,0,84,0,0,119,0,0,205,0
"2268","BrooklynNets","PhiladelphiaErs",131,114,0,2016-03-15,245,0,1,100,0,1,111,0,0,209,0
"2269","MilwaukeeBucks","TorontoRaptors",89,107,0,2016-03-15,196,1,0,109,0,1,107,0,0,209,0
"2270","SanAntonioSpurs","LosAngelesClippers",108,87,0,2016-03-15,195,1,1,93,0,1,90,0,0,178,0
"2271","LosAngelesLakers","SacramentoKings",98,106,0,2016-03-15,204,0,1,87,0,1,99,0,0,177,0
"2272","BostonCeltics","OklahomaCityThunder",109,130,0,2016-03-16,239,0,0,98,1,1,128,0,0,201,0
"2273","CharlotteHornets","OrlandoMagic",107,99,0,2016-03-16,206,0,1,96,1,1,116,0,0,203,0
"2274","ClevelandCavaliers","DallasMavericks",99,98,0,2016-03-16,197,0,0,85,1,0,107,0,0,179,0
"2275","WashingtonWizards","ChicagoBulls",117,96,0,2016-03-16,213,1,1,124,1,0,109,0,0,205,0
"2276","DetroitPistons","AtlantaHawks",114,118,0,2016-03-16,232,0,0,81,1,1,104,0,0,205,0
"2277","MemphisGrizzlies","MinnesotaTimberwolves",108,114,0,2016-03-16,222,0,0,81,0,0,104,0,0,211,0
"2278","HoustonRockets","LosAngelesClippers",106,122,0,2016-03-16,228,1,1,130,0,0,87,0,0,211,0
"2279","SacramentoKings","NewOrleansPelicans",108,123,0,2016-03-16,231,1,0,106,0,0,107,0,0,204,0
"2280","GoldenStateWarriors","NewYorkKnicks",121,85,0,2016-03-16,206,1,1,125,1,0,90,0,0,232,0
"2281","IndianaPacers","TorontoRaptors",94,101,1,2016-03-17,195,1,1,103,1,0,107,0,0,201,0
"2282","PhiladelphiaErs","WashingtonWizards",94,99,0,2016-03-17,193,0,0,114,1,1,117,0,0,245,0
"2283","MiamiHeat","CharlotteHornets",106,109,0,2016-03-17,215,1,1,124,1,1,107,0,0,243,0
"2284","AtlantaHawks","DenverNuggets",116,98,0,2016-03-17,214,1,0,118,0,0,110,0,0,232,0
"2285","ChicagoBulls","BrooklynNets",118,102,0,2016-03-17,220,0,0,96,1,1,131,0,0,213,0
"2286","MilwaukeeBucks","MemphisGrizzlies",96,86,0,2016-03-17,182,0,1,89,0,1,108,0,0,196,0
"2287","SanAntonioSpurs","PortlandTrailBlazers",118,110,0,2016-03-17,228,1,1,108,0,0,94,0,0,195,0
"2288","UtahJazz","PhoenixSuns",103,69,0,2016-03-17,172,1,1,94,1,1,107,0,0,179,0
"2289","OrlandoMagic","ClevelandCavaliers",103,109,0,2016-03-18,212,0,0,99,1,1,99,0,0,206,0
"2290","PhiladelphiaErs","OklahomaCityThunder",97,111,0,2016-03-18,208,0,1,94,1,0,130,0,0,193,0
"2291","DetroitPistons","SacramentoKings",115,108,0,2016-03-18,223,0,1,114,0,1,108,0,0,232,0
"2292","TorontoRaptors","BostonCeltics",105,91,0,2016-03-18,196,1,0,101,0,1,109,1,0,195,1
"2293","HoustonRockets","MinnesotaTimberwolves",116,111,0,2016-03-18,227,0,1,106,1,0,114,0,0,228,0
"2294","NewOrleansPelicans","PortlandTrailBlazers",112,117,0,2016-03-18,229,1,0,123,0,0,110,0,0,231,0
"2295","DallasMavericks","GoldenStateWarriors",112,130,0,2016-03-18,242,0,0,98,1,1,121,0,0,197,0
"2296","LosAngelesLakers","PhoenixSuns",90,95,0,2016-03-18,185,0,1,98,0,0,69,0,0,204,0
"2297","CharlotteHornets","DenverNuggets",93,101,0,2016-03-19,194,1,0,109,0,0,98,0,0,215,0
"2298","DetroitPistons","BrooklynNets",115,103,0,2016-03-19,218,1,1,115,0,0,102,0,0,223,0
"2299","IndianaPacers","OklahomaCityThunder",111,115,0,2016-03-19,226,0,1,94,1,0,111,1,0,195,1
"2300","WashingtonWizards","NewYorkKnicks",99,89,0,2016-03-19,188,1,0,99,0,0,85,0,0,193,0
"2301","AtlantaHawks","HoustonRockets",109,97,0,2016-03-19,206,1,1,116,1,1,116,0,0,214,0
"2302","MiamiHeat","ClevelandCavaliers",122,101,0,2016-03-19,223,0,1,106,1,0,109,0,0,215,0
"2303","ChicagoBulls","UtahJazz",92,85,0,2016-03-19,177,1,1,118,1,1,103,0,0,220,0
"2304","MemphisGrizzlies","LosAngelesClippers",113,102,0,2016-03-19,215,0,0,86,1,0,122,0,0,182,0
"2305","SanAntonioSpurs","GoldenStateWarriors",87,79,0,2016-03-19,166,1,1,118,1,0,130,0,0,228,0
"2306","DallasMavericks","PortlandTrailBlazers",132,120,1,2016-03-20,252,0,1,112,1,0,117,0,0,242,0
"2307","TorontoRaptors","OrlandoMagic",105,100,0,2016-03-20,205,1,1,105,0,1,103,0,0,196,0
"2308","PhiladelphiaErs","BostonCeltics",105,120,0,2016-03-20,225,0,1,97,0,0,91,0,0,208,0
"2309","NewOrleansPelicans","LosAngelesClippers",109,105,0,2016-03-20,214,0,1,112,0,0,102,0,0,229,0
"2310","MilwaukeeBucks","UtahJazz",85,94,0,2016-03-20,179,1,1,96,0,0,85,0,0,182,0
"2311","NewYorkKnicks","SacramentoKings",80,88,0,2016-03-20,168,0,0,89,0,0,108,0,0,188,0
"2312","PhoenixSuns","MemphisGrizzlies",97,103,0,2016-03-21,200,1,0,95,1,1,113,0,0,185,0
"2313","CharlotteHornets","SanAntonioSpurs",91,88,0,2016-03-21,179,0,1,93,1,1,87,0,0,194,0
"2314","ClevelandCavaliers","DenverNuggets",124,91,0,2016-03-21,215,0,0,101,1,0,101,0,0,223,0
"2315","IndianaPacers","PhiladelphiaErs",91,75,0,2016-03-21,166,0,1,111,0,1,105,0,0,226,0
"2316","BostonCeltics","OrlandoMagic",107,96,0,2016-03-21,203,1,0,120,0,0,100,0,0,225,0
"2317","DetroitPistons","MilwaukeeBucks",92,91,0,2016-03-21,183,1,1,115,0,1,85,0,0,218,0
"2318","AtlantaHawks","WashingtonWizards",102,117,0,2016-03-21,219,1,1,109,1,1,99,0,0,206,0
"2319","ChicagoBulls","SacramentoKings",109,102,0,2016-03-21,211,1,1,92,1,0,88,0,0,177,0
"2320","MinnesotaTimberwolves","GoldenStateWarriors",104,109,0,2016-03-21,213,0,0,111,0,0,79,0,0,227,0
"2321","BrooklynNets","CharlotteHornets",100,105,0,2016-03-22,205,0,0,103,1,1,91,0,0,218,0
"2322","NewOrleansPelicans","MiamiHeat",99,113,0,2016-03-22,212,1,1,109,1,1,122,0,0,214,0
"2323","OklahomaCityThunder","HoustonRockets",111,107,0,2016-03-22,218,1,0,115,0,0,97,0,0,226,0
"2324","LosAngelesLakers","MemphisGrizzlies",107,100,0,2016-03-22,207,0,1,90,1,0,103,0,0,185,0
"2325","WashingtonWizards","AtlantaHawks",101,122,0,2016-03-23,223,1,0,117,0,1,102,0,0,219,0
"2326","BostonCeltics","TorontoRaptors",91,79,0,2016-03-23,170,1,1,107,1,1,105,0,0,203,0
"2327","DetroitPistons","OrlandoMagic",118,102,0,2016-03-23,220,1,1,92,0,0,96,0,0,183,0
"2328","ClevelandCavaliers","MilwaukeeBucks",113,104,0,2016-03-23,217,1,1,124,0,0,91,0,0,215,0
"2329","ChicagoBulls","NewYorkKnicks",107,115,0,2016-03-23,222,1,1,109,0,1,80,0,0,211,0
"2330","HoustonRockets","UtahJazz",87,89,0,2016-03-23,176,0,0,107,1,0,94,0,0,218,0
"2331","MinnesotaTimberwolves","SacramentoKings",113,104,0,2016-03-23,217,0,1,104,0,0,102,0,0,213,0
"2332","SanAntonioSpurs","MiamiHeat",112,88,0,2016-03-23,200,0,0,88,1,0,113,0,0,179,0
"2333","DenverNuggets","PhiladelphiaErs",104,103,0,2016-03-23,207,0,0,91,0,0,75,0,0,215,0
"2334","PhoenixSuns","LosAngelesLakers",119,107,0,2016-03-23,226,0,1,97,1,1,107,0,0,200,0
"2335","GoldenStateWarriors","LosAngelesClippers",114,98,0,2016-03-23,212,1,0,109,0,0,105,0,0,213,0
"2336","PortlandTrailBlazers","DallasMavericks",109,103,0,2016-03-23,212,0,0,120,1,1,132,1,1,252,1
"2337","IndianaPacers","NewOrleansPelicans",92,84,0,2016-03-24,176,1,1,91,0,1,99,0,0,166,0
"2338","BrooklynNets","ClevelandCavaliers",104,95,0,2016-03-24,199,0,1,100,1,1,113,0,0,205,0
"2339","NewYorkKnicks","ChicagoBulls",106,94,0,2016-03-24,200,1,0,115,0,1,107,0,0,222,0
"2340","OklahomaCityThunder","UtahJazz",113,91,0,2016-03-24,204,1,1,111,1,0,89,0,0,218,0
"2341","LosAngelesClippers","PortlandTrailBlazers",96,94,0,2016-03-24,190,0,0,98,1,1,109,0,0,212,0
"2342","WashingtonWizards","MinnesotaTimberwolves",129,132,2,2016-03-25,261,0,1,101,1,1,113,0,0,223,0
"2343","DetroitPistons","CharlotteHornets",112,105,0,2016-03-25,217,1,1,118,1,0,105,0,0,220,0
"2344","MiamiHeat","OrlandoMagic",108,97,0,2016-03-25,205,0,0,88,0,0,102,0,0,200,0
"2345","AtlantaHawks","MilwaukeeBucks",101,90,0,2016-03-25,191,1,0,122,0,0,104,0,0,223,0
"2346","HoustonRockets","TorontoRaptors",112,109,0,2016-03-25,221,0,1,87,0,0,79,0,0,176,0
"2347","SanAntonioSpurs","MemphisGrizzlies",110,104,0,2016-03-25,214,1,1,112,0,0,100,0,0,200,0
"2348","SacramentoKings","PhoenixSuns",116,94,0,2016-03-25,210,0,0,104,1,1,119,0,0,217,0
"2349","GoldenStateWarriors","DallasMavericks",128,120,0,2016-03-25,248,1,1,114,0,0,103,0,0,212,0
"2350","LosAngelesLakers","DenverNuggets",105,116,0,2016-03-25,221,0,0,107,1,1,104,0,0,226,0
"2351","BrooklynNets","IndianaPacers",120,110,0,2016-03-26,230,1,1,104,1,1,92,0,0,199,0
"2352","OrlandoMagic","ChicagoBulls",111,89,0,2016-03-26,200,0,0,97,0,0,94,0,0,205,0
"2353","NewOrleansPelicans","TorontoRaptors",91,115,0,2016-03-26,206,0,0,84,0,0,109,0,0,176,0
"2354","DetroitPistons","AtlantaHawks",95,112,0,2016-03-26,207,1,1,112,1,1,101,0,0,217,0
"2355","NewYorkKnicks","ClevelandCavaliers",93,107,0,2016-03-26,200,1,1,106,0,0,95,0,0,200,0
"2356","MinnesotaTimberwolves","UtahJazz",84,93,0,2016-03-26,177,1,0,132,0,0,91,2,0,261,2
"2357","OklahomaCityThunder","SanAntonioSpurs",111,92,0,2016-03-26,203,1,1,113,1,1,110,0,0,204,0
"2358","MilwaukeeBucks","CharlotteHornets",91,115,0,2016-03-26,206,0,0,90,0,0,105,0,0,191,0
"2359","PhoenixSuns","BostonCeltics",99,102,0,2016-03-26,201,0,0,94,1,1,91,0,0,210,0
"2360","PortlandTrailBlazers","PhiladelphiaErs",108,105,0,2016-03-26,213,0,0,94,0,0,103,0,0,190,0
"2361","LosAngelesClippers","DenverNuggets",105,90,0,2016-03-27,195,1,1,96,1,0,116,0,0,190,0
"2362","IndianaPacers","HoustonRockets",104,101,0,2016-03-27,205,0,0,110,1,1,112,0,0,230,0
"2363","SacramentoKings","DallasMavericks",133,111,0,2016-03-27,244,1,1,116,0,0,120,0,0,210,0
"2364","GoldenStateWarriors","PhiladelphiaErs",117,105,0,2016-03-27,222,1,1,128,0,0,105,0,0,248,0
"2365","LosAngelesLakers","WashingtonWizards",88,101,0,2016-03-27,189,0,1,105,0,1,129,0,2,221,0
"2366","MiamiHeat","BrooklynNets",110,99,0,2016-03-28,209,1,1,108,1,1,120,0,0,205,0
"2367","TorontoRaptors","OklahomaCityThunder",100,119,0,2016-03-28,219,1,0,115,1,1,111,0,0,206,0
"2368","ChicagoBulls","AtlantaHawks",100,102,0,2016-03-28,202,0,0,89,1,0,112,0,0,200,0
"2369","MemphisGrizzlies","SanAntonioSpurs",87,101,0,2016-03-28,188,0,0,104,0,0,92,0,0,214,0
"2370","MinnesotaTimberwolves","PhoenixSuns",121,116,0,2016-03-28,237,0,1,84,0,1,99,0,0,177,0
"2371","NewOrleansPelicans","NewYorkKnicks",99,91,0,2016-03-28,190,0,1,91,0,1,93,0,0,206,0
"2372","DenverNuggets","DallasMavericks",88,97,0,2016-03-28,185,0,0,90,0,0,111,0,0,195,0
"2373","UtahJazz","LosAngelesLakers",123,75,0,2016-03-28,198,1,0,93,0,1,88,0,0,177,0
"2374","PortlandTrailBlazers","SacramentoKings",105,93,0,2016-03-28,198,1,1,108,1,1,133,0,0,213,0
"2375","LosAngelesClippers","BostonCeltics",114,90,0,2016-03-28,204,1,1,105,1,0,102,0,0,195,0
"2376","IndianaPacers","ChicagoBulls",96,98,0,2016-03-29,194,1,1,104,0,1,100,0,0,205,0
"2377","OrlandoMagic","BrooklynNets",139,105,0,2016-03-29,244,1,1,111,0,0,99,0,0,200,0
"2378","PhiladelphiaErs","CharlotteHornets",85,100,0,2016-03-29,185,0,0,105,1,0,115,0,0,222,0
"2379","DetroitPistons","OklahomaCityThunder",88,82,0,2016-03-29,170,0,1,95,1,0,119,0,0,207,0
"2380","ClevelandCavaliers","HoustonRockets",100,106,0,2016-03-29,206,1,0,107,0,0,101,0,0,200,0
"2381","GoldenStateWarriors","WashingtonWizards",102,94,0,2016-03-29,196,1,1,117,1,0,101,0,0,222,0
"2382","TorontoRaptors","AtlantaHawks",105,97,0,2016-03-30,202,0,1,100,1,0,102,0,0,219,0
"2383","MemphisGrizzlies","DenverNuggets",105,109,0,2016-03-30,214,0,1,87,0,1,88,0,0,188,0
"2384","MilwaukeeBucks","PhoenixSuns",105,94,0,2016-03-30,199,0,1,91,0,0,116,0,0,206,0
"2385","MinnesotaTimberwolves","LosAngelesClippers",79,99,0,2016-03-30,178,1,1,121,1,1,114,0,0,237,0
"2386","DallasMavericks","NewYorkKnicks",91,89,0,2016-03-30,180,1,0,97,0,0,91,0,0,185,0
"2387","SanAntonioSpurs","NewOrleansPelicans",100,92,0,2016-03-30,192,1,0,101,1,1,99,0,0,188,0
"2388","UtahJazz","GoldenStateWarriors",96,103,1,2016-03-30,199,1,1,123,1,1,102,0,0,198,0
"2389","SacramentoKings","WashingtonWizards",120,111,0,2016-03-30,231,0,0,93,0,0,94,0,0,198,0
"2390","LosAngelesLakers","MiamiHeat",102,100,1,2016-03-30,202,0,0,75,1,1,110,0,0,198,0
"2391","ClevelandCavaliers","BrooklynNets",107,87,0,2016-03-31,194,0,1,100,0,0,105,0,0,206,0
"2392","IndianaPacers","OrlandoMagic",94,114,0,2016-03-31,208,0,1,96,1,1,139,0,0,194,0
"2393","HoustonRockets","ChicagoBulls",100,103,0,2016-03-31,203,1,0,106,1,0,98,0,0,206,0
"2394","NewOrleansPelicans","DenverNuggets",101,95,0,2016-03-31,196,0,0,92,1,0,109,0,0,192,0
"2395","OklahomaCityThunder","LosAngelesClippers",119,117,0,2016-03-31,236,0,0,82,1,0,99,0,0,170,0
"2396","PortlandTrailBlazers","BostonCeltics",116,109,0,2016-03-31,225,1,1,105,0,0,90,0,0,198,0
"2397","CharlotteHornets","PhiladelphiaErs",100,91,0,2016-04-01,191,1,0,100,0,1,85,0,0,185,0
"2398","DetroitPistons","DallasMavericks",89,98,0,2016-04-01,187,1,1,88,1,1,91,0,0,170,0
"2399","NewYorkKnicks","BrooklynNets",105,91,0,2016-04-01,196,0,0,89,0,0,87,0,0,180,0
"2400","AtlantaHawks","ClevelandCavaliers",108,110,1,2016-04-01,218,0,0,97,1,1,107,0,0,202,0
"2401","MemphisGrizzlies","TorontoRaptors",95,99,0,2016-04-01,194,0,1,105,1,1,105,0,0,214,0
"2402","MilwaukeeBucks","OrlandoMagic",113,110,0,2016-04-01,223,1,1,105,1,0,114,0,0,199,0
"2403","UtahJazz","MinnesotaTimberwolves",98,85,0,2016-04-01,183,0,1,96,0,1,79,1,0,199,1
"2404","SacramentoKings","MiamiHeat",106,112,0,2016-04-01,218,1,1,120,0,0,100,0,1,231,0
"2405","GoldenStateWarriors","BostonCeltics",106,109,0,2016-04-01,215,1,0,103,0,0,109,1,0,199,1
"2406","PhoenixSuns","WashingtonWizards",99,106,0,2016-04-01,205,0,0,94,0,0,111,0,0,199,0
"2407","PhiladelphiaErs","IndianaPacers",102,115,0,2016-04-02,217,0,0,91,0,1,94,0,0,191,0
"2408","ChicagoBulls","DetroitPistons",90,94,0,2016-04-02,184,1,0,103,0,1,89,0,0,203,0
"2409","SanAntonioSpurs","TorontoRaptors",102,95,0,2016-04-02,197,1,1,100,1,0,99,0,0,192,0
"2410","DenverNuggets","SacramentoKings",106,115,0,2016-04-02,221,0,0,95,0,1,106,0,0,196,0
"2411","PortlandTrailBlazers","MiamiHeat",110,93,0,2016-04-02,203,1,1,116,1,0,112,0,0,225,0
"2412","BrooklynNets","NewOrleansPelicans",87,106,0,2016-04-03,193,0,0,91,1,1,101,0,0,196,0
"2413","ClevelandCavaliers","CharlotteHornets",112,103,0,2016-04-03,215,1,0,110,1,1,100,1,0,218,1
"2414","HoustonRockets","OklahomaCityThunder",118,110,0,2016-04-03,228,0,1,100,1,1,119,0,0,203,0
"2415","MinnesotaTimberwolves","DallasMavericks",78,88,0,2016-04-03,166,0,0,85,1,0,98,0,0,183,0
"2416","LosAngelesClippers","WashingtonWizards",114,109,0,2016-04-03,223,0,0,117,1,0,106,0,0,236,0
