"","gospodarz","gosc","gospodarz_res","gosc_res","dogrywka","daty","total","win_gosp","gosp_gosp","gosp_past_points","win_gosc","gosc_gosp","gosc_past_points","gosp_past_add","gosc_past_add","gosp_past_total","gosp_past_add.1"
"3149","DallasMavericks","MinnesotaTimberwolves",98,87,0,2017-01-15,185,1,0,113,1,1,96,0,0,221,0
"3150","BrooklynNets","HoustonRockets",112,137,0,2017-01-15,249,0,0,113,0,1,105,0,0,245,0
"3151","SacramentoKings","OklahomaCityThunder",118,122,0,2017-01-15,240,0,1,108,0,0,86,0,0,228,0
"3152","MemphisGrizzlies","ChicagoBulls",104,108,0,2017-01-15,212,1,0,110,1,1,107,0,0,215,0
"3153","LosAngelesLakers","DetroitPistons",97,102,0,2017-01-15,199,0,0,97,0,0,77,0,0,210,0
"3154","NewYorkKnicks","AtlantaHawks",107,108,0,2017-01-16,215,0,0,101,1,1,111,0,0,217,0
"3155","WashingtonWizards","PortlandTrailBlazers",120,101,0,2017-01-16,221,1,1,109,0,1,109,0,0,202,0
"3156","MilwaukeeBucks","PhiladelphiaErs",104,113,0,2017-01-16,217,0,0,98,0,0,93,0,0,209,0
"3157","IndianaPacers","NewOrleansPelicans",98,95,0,2017-01-16,193,0,0,112,0,0,99,0,0,252,0
"3158","DenverNuggets","OrlandoMagic",125,112,0,2017-01-16,237,1,1,140,0,0,107,0,0,252,0
"3159","BostonCeltics","CharlotteHornets",108,98,0,2017-01-16,206,1,0,103,0,0,93,0,0,204,0
"3160","GoldenStateWarriors","ClevelandCavaliers",126,91,0,2017-01-16,217,1,1,127,1,0,120,0,0,234,0
"3161","PhoenixSuns","UtahJazz",101,106,0,2017-01-16,207,1,1,108,1,1,114,0,0,213,0
"3162","LosAngelesClippers","OklahomaCityThunder",120,98,0,2017-01-16,218,1,1,113,1,0,122,0,0,210,0
"3163","BrooklynNets","TorontoRaptors",109,119,0,2017-01-17,228,0,1,112,1,1,116,0,0,249,0
"3164","MiamiHeat","HoustonRockets",109,103,0,2017-01-17,212,0,0,108,1,0,137,0,0,224,0
"3165","ChicagoBulls","DallasMavericks",98,99,0,2017-01-17,197,1,0,108,1,1,98,0,0,212,0
"3166","SanAntonioSpurs","MinnesotaTimberwolves",122,114,0,2017-01-17,236,0,0,105,0,0,87,0,0,213,0
"3167","LosAngelesLakers","DenverNuggets",121,127,0,2017-01-17,248,0,1,97,1,1,125,0,0,199,0
"3168","PhiladelphiaErs","TorontoRaptors",94,89,0,2017-01-18,183,1,0,113,1,0,119,0,0,217,0
"3169","WashingtonWizards","MemphisGrizzlies",104,101,0,2017-01-18,205,1,1,120,0,1,104,0,0,221,0
"3170","CharlotteHornets","PortlandTrailBlazers",107,85,0,2017-01-18,192,0,0,98,0,0,101,0,0,206,0
"3171","BostonCeltics","NewYorkKnicks",106,117,0,2017-01-18,223,1,1,108,0,1,107,0,0,206,0
"3172","NewOrleansPelicans","OrlandoMagic",118,98,0,2017-01-18,216,0,0,95,0,0,112,0,0,193,0
"3173","HoustonRockets","MilwaukeeBucks",111,92,0,2017-01-18,203,0,0,103,0,1,104,0,0,212,0
"3174","DetroitPistons","AtlantaHawks",118,95,0,2017-01-18,213,1,0,102,1,0,108,0,0,199,0
"3175","GoldenStateWarriors","OklahomaCityThunder",121,100,0,2017-01-18,221,1,1,126,0,0,98,0,0,217,0
"3176","SacramentoKings","IndianaPacers",100,106,0,2017-01-18,206,0,1,118,1,1,98,0,0,240,0
"3177","ClevelandCavaliers","PhoenixSuns",118,103,0,2017-01-19,221,0,0,91,0,1,101,0,0,217,0
"3178","MiamiHeat","DallasMavericks",99,95,0,2017-01-19,194,1,1,109,1,0,99,0,0,212,0
"3179","NewYorkKnicks","WashingtonWizards",110,113,0,2017-01-19,223,1,0,117,1,1,104,0,0,223,0
"3180","SanAntonioSpurs","DenverNuggets",118,104,0,2017-01-19,222,1,1,122,1,0,127,0,0,236,0
"3181","LosAngelesClippers","MinnesotaTimberwolves",101,104,0,2017-01-19,205,1,1,120,0,0,114,0,0,218,0
"3182","PhiladelphiaErs","PortlandTrailBlazers",93,92,0,2017-01-20,185,1,1,94,0,0,85,0,0,183,0
"3183","CharlotteHornets","TorontoRaptors",113,78,0,2017-01-20,191,1,1,107,0,0,89,0,0,192,0
"3184","OrlandoMagic","MilwaukeeBucks",112,96,0,2017-01-20,208,0,0,98,0,0,92,0,0,216,0
"3185","MemphisGrizzlies","SacramentoKings",107,91,0,2017-01-20,198,0,0,101,0,1,100,0,0,205,0
"3186","NewOrleansPelicans","BrooklynNets",114,143,0,2017-01-20,257,1,1,118,0,1,109,0,0,216,0
"3187","HoustonRockets","GoldenStateWarriors",108,125,0,2017-01-20,233,1,1,111,1,1,121,0,0,203,0
"3188","AtlantaHawks","ChicagoBulls",102,93,0,2017-01-20,195,0,0,95,0,1,98,0,0,213,0
"3189","DallasMavericks","UtahJazz",107,112,1,2017-01-20,219,0,0,95,1,0,106,0,0,194,0
"3190","LosAngelesLakers","IndianaPacers",108,95,0,2017-01-20,203,0,1,121,1,0,106,0,0,248,0
"3191","BostonCeltics","PortlandTrailBlazers",123,127,1,2017-01-21,250,0,1,106,0,0,92,0,0,223,0
"3192","DetroitPistons","WashingtonWizards",113,112,0,2017-01-21,225,1,1,118,1,0,113,0,0,213,0
"3193","CharlotteHornets","BrooklynNets",112,105,0,2017-01-21,217,1,1,113,1,0,143,0,0,191,0
"3194","AtlantaHawks","PhiladelphiaErs",110,93,0,2017-01-21,203,1,1,102,1,1,93,0,0,195,0
"3195","NewYorkKnicks","PhoenixSuns",105,107,0,2017-01-21,212,0,1,110,0,0,103,0,0,223,0
"3196","MiamiHeat","MilwaukeeBucks",109,97,0,2017-01-21,206,1,1,99,0,0,96,0,0,194,0
"3197","MemphisGrizzlies","HoustonRockets",95,119,0,2017-01-21,214,1,1,107,0,1,108,0,0,198,0
"3198","ClevelandCavaliers","SanAntonioSpurs",115,118,1,2017-01-21,233,1,1,118,1,1,118,0,0,221,0
"3199","DenverNuggets","LosAngelesClippers",123,98,0,2017-01-21,221,0,0,104,0,1,101,0,0,222,0
"3200","UtahJazz","IndianaPacers",109,100,0,2017-01-21,209,1,0,112,0,0,95,1,0,219,1
"3201","ChicagoBulls","SacramentoKings",102,99,0,2017-01-21,201,0,0,93,0,0,91,0,0,195,0
"3202","OrlandoMagic","GoldenStateWarriors",98,118,0,2017-01-22,216,1,1,112,1,0,125,0,0,208,0
"3203","DallasMavericks","LosAngelesLakers",122,73,0,2017-01-22,195,0,1,107,1,1,108,1,0,219,1
"3204","TorontoRaptors","PhoenixSuns",103,115,0,2017-01-22,218,0,0,78,1,0,107,0,0,191,0
"3205","MinnesotaTimberwolves","DenverNuggets",111,108,0,2017-01-22,219,1,0,104,1,1,123,0,0,205,0
"3206","CharlotteHornets","WashingtonWizards",99,109,0,2017-01-23,208,1,1,112,0,0,112,0,0,217,0
"3207","BrooklynNets","SanAntonioSpurs",86,112,0,2017-01-23,198,0,0,105,1,0,118,0,1,217,0
"3208","AtlantaHawks","LosAngelesClippers",105,115,0,2017-01-23,220,1,1,110,0,0,98,0,0,203,0
"3209","MiamiHeat","GoldenStateWarriors",105,102,0,2017-01-23,207,1,1,109,1,0,118,0,0,206,0
"3210","DetroitPistons","SacramentoKings",104,109,0,2017-01-23,213,1,1,113,0,0,99,0,0,225,0
"3211","MilwaukeeBucks","HoustonRockets",127,114,0,2017-01-23,241,0,0,97,1,0,119,0,0,206,0
"3212","NewOrleansPelicans","ClevelandCavaliers",124,122,0,2017-01-23,246,0,1,114,0,1,115,0,1,257,0
"3213","IndianaPacers","NewYorkKnicks",103,109,0,2017-01-23,212,0,0,100,0,1,105,0,0,209,0
"3214","UtahJazz","OklahomaCityThunder",95,97,0,2017-01-23,192,1,1,109,0,0,100,0,0,209,0
"3215","TorontoRaptors","SanAntonioSpurs",106,108,0,2017-01-24,214,0,1,103,1,0,112,0,0,218,0
"3216","PhiladelphiaErs","LosAngelesClippers",121,110,0,2017-01-24,231,0,0,93,1,0,115,0,0,203,0
"3217","WashingtonWizards","BostonCeltics",123,108,0,2017-01-24,231,1,0,109,0,1,123,0,1,208,0
"3218","OrlandoMagic","ChicagoBulls",92,100,0,2017-01-24,192,0,1,98,1,1,102,0,0,216,0
"3219","DenverNuggets","UtahJazz",103,93,0,2017-01-24,196,0,0,108,0,1,95,0,0,219,0
"3220","PhoenixSuns","MinnesotaTimberwolves",111,112,0,2017-01-24,223,1,0,115,1,1,111,0,0,218,0
"3221","ClevelandCavaliers","SacramentoKings",112,116,1,2017-01-25,228,0,0,122,1,0,109,0,0,246,0
"3222","BostonCeltics","HoustonRockets",120,109,0,2017-01-25,229,0,0,108,0,0,114,0,0,231,0
"3223","BrooklynNets","MiamiHeat",106,109,0,2017-01-25,215,0,1,86,1,1,105,0,0,198,0
"3224","ChicagoBulls","AtlantaHawks",114,119,0,2017-01-25,233,1,0,100,0,1,105,0,0,192,0
"3225","MilwaukeeBucks","PhiladelphiaErs",109,114,0,2017-01-25,223,1,1,127,1,1,121,0,0,241,0
"3226","MemphisGrizzlies","TorontoRaptors",101,99,0,2017-01-25,200,0,1,95,0,1,106,0,0,214,0
"3227","NewOrleansPelicans","OklahomaCityThunder",105,114,0,2017-01-25,219,1,1,124,1,0,97,0,0,246,0
"3228","CharlotteHornets","GoldenStateWarriors",103,113,0,2017-01-25,216,0,1,99,0,0,102,0,0,208,0
"3229","DallasMavericks","NewYorkKnicks",103,95,0,2017-01-25,198,1,1,122,1,0,109,0,0,195,0
"3230","PortlandTrailBlazers","LosAngelesLakers",105,98,0,2017-01-25,203,1,0,127,0,0,73,1,0,250,1
"3231","OklahomaCityThunder","DallasMavericks",109,98,0,2017-01-26,207,1,0,114,1,1,103,0,0,219,0
"3232","MinnesotaTimberwolves","IndianaPacers",103,109,0,2017-01-26,212,1,0,112,0,1,103,0,0,223,0
"3233","DenverNuggets","PhoenixSuns",127,120,0,2017-01-26,247,1,1,103,0,1,111,0,0,196,0
"3234","UtahJazz","LosAngelesLakers",96,88,0,2017-01-26,184,0,0,93,0,0,98,0,0,196,0
"3235","PhiladelphiaErs","HoustonRockets",118,123,0,2017-01-27,241,1,0,114,0,0,109,0,0,223,0
"3236","IndianaPacers","SacramentoKings",115,111,1,2017-01-27,226,1,0,109,1,0,116,0,1,212,0
"3237","ClevelandCavaliers","BrooklynNets",124,116,0,2017-01-27,240,0,1,112,0,1,106,1,0,228,1
"3238","BostonCeltics","OrlandoMagic",128,98,0,2017-01-27,226,1,1,120,0,1,92,0,0,229,0
"3239","TorontoRaptors","MilwaukeeBucks",102,86,0,2017-01-27,188,0,0,99,0,1,109,0,0,200,0
"3240","NewYorkKnicks","CharlotteHornets",110,107,0,2017-01-27,217,0,0,95,0,1,103,0,0,198,0
"3241","ChicagoBulls","MiamiHeat",88,100,0,2017-01-27,188,0,1,114,1,0,109,0,0,233,0
"3242","NewOrleansPelicans","SanAntonioSpurs",119,103,0,2017-01-27,222,0,1,105,1,0,108,0,0,219,0
"3243","AtlantaHawks","WashingtonWizards",86,112,0,2017-01-27,198,1,0,119,1,1,123,0,0,233,0
"3244","PortlandTrailBlazers","MemphisGrizzlies",112,109,0,2017-01-27,221,1,1,105,1,1,101,0,0,203,0
"3245","CharlotteHornets","SacramentoKings",106,109,0,2017-01-28,215,0,0,107,0,0,111,0,1,217,0
"3246","MiamiHeat","DetroitPistons",116,103,0,2017-01-28,219,1,0,100,0,1,104,0,0,188,0
"3247","MilwaukeeBucks","BostonCeltics",108,112,1,2017-01-28,220,0,0,86,1,1,128,0,0,188,0
"3248","GoldenStateWarriors","LosAngelesClippers",144,98,0,2017-01-28,242,1,0,113,0,0,110,0,0,216,0
"3249","UtahJazz","MemphisGrizzlies",95,102,0,2017-01-28,197,1,1,96,0,0,109,0,0,184,0
"3250","PhoenixSuns","DenverNuggets",112,123,0,2017-01-28,235,0,0,120,1,1,127,0,0,247,0
"3251","MinnesotaTimberwolves","BrooklynNets",129,109,0,2017-01-28,238,0,1,103,0,0,116,0,0,212,0
"3252","AtlantaHawks","NewYorkKnicks",142,139,2,2017-01-29,281,0,1,86,1,1,110,0,0,198,0
"3253","ClevelandCavaliers","OklahomaCityThunder",107,91,0,2017-01-29,198,1,1,124,1,1,109,0,0,240,0
"3254","IndianaPacers","HoustonRockets",120,101,0,2017-01-29,221,1,1,115,1,0,123,1,0,226,1
"3255","NewOrleansPelicans","WashingtonWizards",94,107,0,2017-01-29,201,1,1,119,1,0,112,0,0,222,0
"3256","TorontoRaptors","OrlandoMagic",113,114,0,2017-01-29,227,1,1,102,0,0,98,0,0,188,0
"3257","ChicagoBulls","PhiladelphiaErs",121,108,0,2017-01-29,229,0,1,88,0,1,118,0,0,188,0
"3258","SanAntonioSpurs","DallasMavericks",101,105,0,2017-01-29,206,0,0,103,0,0,98,0,0,222,0
"3259","PortlandTrailBlazers","GoldenStateWarriors",111,113,0,2017-01-29,224,1,1,112,1,1,144,0,0,221,0
"3260","PhiladelphiaErs","SacramentoKings",122,119,0,2017-01-30,241,0,0,108,1,0,109,0,0,229,0
"3261","MiamiHeat","BrooklynNets",104,96,0,2017-01-30,200,1,1,116,0,0,109,0,0,219,0
"3262","MinnesotaTimberwolves","OrlandoMagic",111,105,1,2017-01-30,216,1,1,129,1,0,114,0,0,238,0
"3263","BostonCeltics","DetroitPistons",113,109,0,2017-01-30,222,1,0,112,0,0,103,1,0,220,1
"3264","DallasMavericks","ClevelandCavaliers",104,97,0,2017-01-30,201,1,0,105,1,1,107,0,0,206,0
"3265","PhoenixSuns","MemphisGrizzlies",96,115,0,2017-01-30,211,0,1,112,1,0,102,0,0,235,0
"3266","WashingtonWizards","NewYorkKnicks",117,101,0,2017-01-31,218,1,0,107,0,0,139,0,2,201,0
"3267","TorontoRaptors","NewOrleansPelicans",108,106,1,2017-01-31,214,0,1,113,0,1,94,0,0,227,0
"3268","HoustonRockets","SacramentoKings",105,83,0,2017-01-31,188,0,0,101,0,0,119,0,0,221,0
"3269","SanAntonioSpurs","OklahomaCityThunder",108,94,0,2017-01-31,202,0,1,101,0,0,91,0,0,206,0
"3270","PortlandTrailBlazers","CharlotteHornets",115,98,0,2017-01-31,213,0,1,111,0,1,106,0,0,224,0
"3271","LosAngelesLakers","DenverNuggets",120,116,0,2017-01-31,236,0,0,88,1,0,123,0,0,184,0
"3272","DetroitPistons","NewOrleansPelicans",118,98,0,2017-02-01,216,0,0,109,0,0,106,0,1,222,0
"3273","DallasMavericks","PhiladelphiaErs",113,95,0,2017-02-01,208,1,1,104,1,1,122,0,0,201,0
"3274","DenverNuggets","MemphisGrizzlies",99,119,0,2017-02-01,218,0,0,116,1,0,115,0,0,236,0
"3275","UtahJazz","MilwaukeeBucks",104,88,0,2017-02-01,192,0,1,95,0,1,108,0,1,197,0
"3276","PhoenixSuns","LosAngelesClippers",114,124,0,2017-02-01,238,0,1,96,0,0,98,0,0,211,0
"3277","OklahomaCityThunder","ChicagoBulls",100,128,0,2017-02-01,228,0,0,94,1,1,121,0,0,202,0
"3278","GoldenStateWarriors","CharlotteHornets",126,111,0,2017-02-01,237,1,0,113,0,0,98,0,0,224,0
"3279","OrlandoMagic","IndianaPacers",88,98,0,2017-02-01,186,0,0,105,1,1,120,1,0,216,1
"3280","ClevelandCavaliers","MinnesotaTimberwolves",125,97,0,2017-02-01,222,0,0,97,1,1,111,0,1,201,0
"3281","BostonCeltics","TorontoRaptors",109,104,0,2017-02-01,213,1,1,113,1,1,108,0,1,222,0
"3282","BrooklynNets","NewYorkKnicks",90,95,0,2017-02-01,185,0,0,96,0,0,101,0,0,200,0
"3283","MiamiHeat","AtlantaHawks",116,93,0,2017-02-01,209,1,1,104,1,1,142,0,2,200,0
"3284","WashingtonWizards","LosAngelesLakers",116,108,0,2017-02-02,224,1,1,117,1,1,120,0,0,218,0
"3285","HoustonRockets","AtlantaHawks",108,113,0,2017-02-02,221,1,1,105,0,0,93,0,0,188,0
"3286","SanAntonioSpurs","PhiladelphiaErs",102,86,0,2017-02-02,188,1,1,108,0,0,95,0,0,202,0
"3287","LosAngelesClippers","GoldenStateWarriors",120,133,0,2017-02-02,253,1,0,124,1,1,126,0,0,238,0
"3288","OrlandoMagic","TorontoRaptors",102,94,0,2017-02-03,196,0,1,88,0,0,104,0,0,186,0
"3289","BrooklynNets","IndianaPacers",97,106,0,2017-02-03,203,0,1,90,1,0,98,0,0,185,0
"3290","DetroitPistons","MinnesotaTimberwolves",116,108,0,2017-02-03,224,1,1,118,0,0,97,0,0,216,0
"3291","HoustonRockets","ChicagoBulls",121,117,1,2017-02-03,238,0,1,108,1,0,128,0,0,221,0
"3292","OklahomaCityThunder","MemphisGrizzlies",114,102,0,2017-02-03,216,0,1,100,1,0,119,0,0,228,0
"3293","BostonCeltics","LosAngelesLakers",113,107,0,2017-02-03,220,1,1,109,0,0,108,0,0,213,0
"3294","DenverNuggets","MilwaukeeBucks",121,117,0,2017-02-03,238,0,1,99,0,0,88,0,0,218,0
"3295","SacramentoKings","PhoenixSuns",103,105,0,2017-02-03,208,0,0,83,0,1,114,0,0,188,0
"3296","PortlandTrailBlazers","DallasMavericks",104,108,0,2017-02-03,212,1,1,115,1,1,113,0,0,213,0
"3297","WashingtonWizards","NewOrleansPelicans",105,91,0,2017-02-04,196,1,1,116,0,0,98,0,0,224,0
"3298","AtlantaHawks","OrlandoMagic",113,86,0,2017-02-04,199,1,0,113,1,1,102,0,0,221,0
"3299","IndianaPacers","DetroitPistons",105,84,0,2017-02-04,189,1,0,106,1,1,116,0,0,203,0
"3300","MiamiHeat","PhiladelphiaErs",125,102,0,2017-02-04,227,1,1,116,0,0,86,0,0,209,0
"3301","NewYorkKnicks","ClevelandCavaliers",104,111,0,2017-02-04,215,1,0,95,1,1,125,0,0,185,0
"3302","UtahJazz","CharlotteHornets",105,98,0,2017-02-04,203,1,1,104,0,0,111,0,0,192,0
"3303","PhoenixSuns","MilwaukeeBucks",112,137,0,2017-02-04,249,1,0,105,0,0,117,0,0,208,0
"3304","SanAntonioSpurs","DenverNuggets",121,97,0,2017-02-04,218,1,1,102,1,1,121,0,0,188,0
"3305","MinnesotaTimberwolves","MemphisGrizzlies",99,107,0,2017-02-04,206,0,0,108,0,0,102,0,0,224,0
"3306","SacramentoKings","GoldenStateWarriors",109,106,1,2017-02-04,215,0,1,103,1,0,133,0,0,208,0
"3307","BrooklynNets","TorontoRaptors",95,103,0,2017-02-05,198,0,1,97,0,0,94,0,0,203,0
"3308","BostonCeltics","LosAngelesClippers",107,102,0,2017-02-05,209,1,1,113,0,1,120,0,0,220,0
"3309","OklahomaCityThunder","PortlandTrailBlazers",105,99,0,2017-02-05,204,1,1,114,0,1,104,0,0,216,0
"3310","NewYorkKnicks","LosAngelesLakers",107,121,0,2017-02-06,228,0,1,104,0,0,107,0,0,215,0
"3311","WashingtonWizards","ClevelandCavaliers",135,140,1,2017-02-06,275,1,1,105,1,0,111,0,0,196,0
"3312","IndianaPacers","OklahomaCityThunder",93,90,0,2017-02-06,183,1,1,105,1,1,105,0,0,189,0
"3313","TorontoRaptors","LosAngelesClippers",118,109,0,2017-02-06,227,1,0,103,0,0,102,0,0,198,0
"3314","AtlantaHawks","UtahJazz",95,120,0,2017-02-06,215,1,1,113,1,1,105,0,0,199,0
"3315","DetroitPistons","PhiladelphiaErs",113,96,0,2017-02-06,209,0,0,84,0,0,102,0,0,189,0
"3316","NewOrleansPelicans","PhoenixSuns",111,106,0,2017-02-06,217,0,0,91,0,1,112,0,0,196,0
"3317","MinnesotaTimberwolves","MiamiHeat",113,115,0,2017-02-06,228,0,1,99,1,1,125,0,0,206,0
"3318","DenverNuggets","DallasMavericks",110,87,0,2017-02-06,197,0,0,97,1,0,108,0,0,218,0
"3319","MemphisGrizzlies","SanAntonioSpurs",89,74,0,2017-02-06,163,1,0,107,1,1,121,0,0,206,0
"3320","SacramentoKings","ChicagoBulls",107,112,0,2017-02-06,219,1,1,109,0,0,117,1,1,215,1
"3321","CharlotteHornets","BrooklynNets",111,107,0,2017-02-07,218,0,0,98,0,1,95,0,0,203,0
"3322","HoustonRockets","OrlandoMagic",128,104,0,2017-02-07,232,1,1,121,0,0,86,1,0,238,1
"3323","DallasMavericks","PortlandTrailBlazers",113,114,0,2017-02-07,227,0,0,87,0,0,99,0,0,197,0
"3324","PhiladelphiaErs","SanAntonioSpurs",103,111,0,2017-02-08,214,0,0,96,0,0,74,0,0,209,0
"3325","IndianaPacers","ClevelandCavaliers",117,132,0,2017-02-08,249,1,1,93,1,0,140,0,1,183,0
"3326","BrooklynNets","WashingtonWizards",110,114,1,2017-02-08,224,0,0,107,0,1,135,0,1,218,0
"3327","AtlantaHawks","DenverNuggets",117,106,0,2017-02-08,223,0,1,95,1,1,110,0,0,215,0
"3328","DetroitPistons","LosAngelesLakers",121,102,0,2017-02-08,223,1,1,113,1,0,121,0,0,209,0
"3329","MilwaukeeBucks","MiamiHeat",88,106,0,2017-02-08,194,1,0,137,1,0,115,0,0,249,0
"3330","MemphisGrizzlies","PhoenixSuns",110,91,0,2017-02-08,201,1,1,89,0,0,106,0,0,163,0
"3331","NewOrleansPelicans","UtahJazz",94,127,0,2017-02-08,221,1,1,111,1,0,120,0,0,217,0
"3332","MinnesotaTimberwolves","TorontoRaptors",112,109,0,2017-02-08,221,0,1,113,1,1,118,0,0,228,0
"3333","NewYorkKnicks","LosAngelesClippers",115,119,0,2017-02-08,234,0,1,107,0,0,109,0,0,228,0
"3334","GoldenStateWarriors","ChicagoBulls",123,92,0,2017-02-08,215,0,0,106,1,0,112,1,0,215,1
"3335","SacramentoKings","BostonCeltics",108,92,0,2017-02-08,200,0,1,107,1,1,107,0,0,219,0
"3336","CharlotteHornets","HoustonRockets",95,107,0,2017-02-09,202,1,1,111,1,1,128,0,0,218,0
"3337","OrlandoMagic","PhiladelphiaErs",111,112,0,2017-02-09,223,0,0,104,0,1,103,0,0,232,0
"3338","OklahomaCityThunder","ClevelandCavaliers",118,109,0,2017-02-09,227,0,0,90,1,0,132,0,0,183,0
"3339","DallasMavericks","UtahJazz",112,105,1,2017-02-09,217,0,1,113,1,0,127,0,0,227,0
"3340","PortlandTrailBlazers","BostonCeltics",111,120,0,2017-02-09,231,1,0,114,0,0,92,0,0,227,0
"3341","BrooklynNets","MiamiHeat",99,108,0,2017-02-10,207,0,1,110,1,0,106,1,0,224,1
"3342","NewYorkKnicks","DenverNuggets",123,131,0,2017-02-10,254,0,1,115,0,0,106,0,0,234,0
"3343","DetroitPistons","SanAntonioSpurs",92,103,0,2017-02-10,195,1,1,121,1,0,111,0,0,223,0
"3344","MilwaukeeBucks","LosAngelesLakers",114,122,0,2017-02-10,236,0,1,88,0,0,102,0,0,194,0
"3345","MemphisGrizzlies","GoldenStateWarriors",107,122,0,2017-02-10,229,1,1,110,1,1,123,0,0,201,0
"3346","MinnesotaTimberwolves","NewOrleansPelicans",106,122,0,2017-02-10,228,1,1,112,0,1,94,0,0,221,0
"3347","WashingtonWizards","IndianaPacers",112,107,0,2017-02-10,219,1,0,114,0,1,117,1,0,224,1
"3348","SacramentoKings","AtlantaHawks",108,107,0,2017-02-10,215,1,1,108,1,1,117,0,0,200,0
"3349","PhoenixSuns","ChicagoBulls",115,97,0,2017-02-10,212,0,0,91,0,0,92,0,0,201,0
"3350","CharlotteHornets","LosAngelesClippers",102,107,0,2017-02-11,209,0,1,95,1,0,119,0,0,202,0
"3351","IndianaPacers","MilwaukeeBucks",100,116,0,2017-02-11,216,0,0,107,0,1,114,0,0,219,0
"3352","PhiladelphiaErs","MiamiHeat",117,109,0,2017-02-11,226,1,0,112,1,0,108,0,0,223,0
"3353","ClevelandCavaliers","DenverNuggets",125,109,0,2017-02-11,234,0,0,109,1,0,131,0,0,227,0
"3354","OklahomaCityThunder","GoldenStateWarriors",114,130,0,2017-02-11,244,1,1,118,1,0,122,0,0,227,0
"3355","HoustonRockets","PhoenixSuns",133,102,0,2017-02-11,235,1,0,107,1,1,115,0,0,202,0
"3356","DallasMavericks","OrlandoMagic",112,80,0,2017-02-11,192,1,1,112,0,1,111,1,0,217,1
"3357","UtahJazz","BostonCeltics",104,112,0,2017-02-11,216,0,0,105,1,0,120,1,0,217,1
"3358","MinnesotaTimberwolves","ChicagoBulls",117,89,0,2017-02-12,206,0,1,106,0,0,97,0,0,228,0
"3359","NewYorkKnicks","SanAntonioSpurs",94,90,0,2017-02-12,184,0,1,123,1,0,103,0,0,254,0
"3360","TorontoRaptors","DetroitPistons",101,102,0,2017-02-12,203,0,0,109,0,1,92,0,0,221,0
"3361","SacramentoKings","NewOrleansPelicans",105,99,0,2017-02-12,204,1,1,108,1,0,122,0,0,215,0
"3362","WashingtonWizards","OklahomaCityThunder",120,98,0,2017-02-13,218,1,1,112,0,1,114,0,0,219,0
"3363","CharlotteHornets","PhiladelphiaErs",99,105,0,2017-02-13,204,0,1,102,1,1,117,0,0,209,0
"3364","BrooklynNets","MemphisGrizzlies",103,112,0,2017-02-13,215,0,1,99,0,1,107,0,0,207,0
"3365","MiamiHeat","OrlandoMagic",107,116,0,2017-02-13,223,0,0,109,0,0,80,0,0,226,0
"3366","MilwaukeeBucks","DetroitPistons",102,89,0,2017-02-13,191,1,0,116,1,0,102,0,0,216,0
"3367","IndianaPacers","SanAntonioSpurs",106,110,0,2017-02-13,216,0,1,100,0,0,90,0,0,216,0
"3368","DallasMavericks","BostonCeltics",98,111,0,2017-02-13,209,1,1,112,1,0,112,0,0,192,0
"3369","DenverNuggets","GoldenStateWarriors",132,110,0,2017-02-13,242,0,0,109,1,0,130,0,0,234,0
"3370","UtahJazz","LosAngelesClippers",72,88,0,2017-02-13,160,0,1,104,1,0,107,0,0,216,0
"3371","PhoenixSuns","NewOrleansPelicans",108,110,0,2017-02-13,218,0,0,102,0,0,99,0,0,235,0
"3372","PortlandTrailBlazers","AtlantaHawks",104,109,1,2017-02-13,213,0,1,111,0,0,107,0,0,231,0
"3373","ChicagoBulls","TorontoRaptors",105,94,0,2017-02-14,199,0,0,89,0,1,101,0,0,206,0
"3374","MinnesotaTimberwolves","ClevelandCavaliers",108,116,0,2017-02-14,224,1,1,117,1,1,125,0,0,206,0
"3375","LosAngelesLakers","SacramentoKings",96,97,0,2017-02-14,193,1,0,122,1,1,105,0,0,236,0
"3376","OrlandoMagic","SanAntonioSpurs",79,107,0,2017-02-15,186,1,0,116,1,0,110,0,0,223,0
"3377","ClevelandCavaliers","IndianaPacers",113,104,0,2017-02-15,217,1,0,116,0,1,106,0,0,224,0
"3378","BostonCeltics","PhiladelphiaErs",116,108,0,2017-02-15,224,1,0,111,1,0,105,0,0,209,0
"3379","TorontoRaptors","CharlotteHornets",90,85,0,2017-02-15,175,0,0,94,0,1,99,0,0,199,0
"3380","BrooklynNets","MilwaukeeBucks",125,129,0,2017-02-15,254,0,1,103,1,1,102,0,0,215,0
"3381","DetroitPistons","DallasMavericks",98,91,0,2017-02-15,189,0,0,89,0,1,98,0,0,191,0
"3382","MemphisGrizzlies","NewOrleansPelicans",91,95,0,2017-02-15,186,1,0,112,1,0,110,0,0,215,0
"3383","HoustonRockets","MiamiHeat",109,117,0,2017-02-15,226,1,1,133,0,1,107,0,0,235,0
"3384","DenverNuggets","MinnesotaTimberwolves",99,112,0,2017-02-15,211,1,1,132,0,1,108,0,0,242,0
"3385","UtahJazz","PortlandTrailBlazers",111,88,0,2017-02-15,199,0,1,72,0,1,104,0,1,160,0
"3386","PhoenixSuns","LosAngelesLakers",137,101,0,2017-02-15,238,0,1,108,0,1,96,0,0,218,0
"3387","OklahomaCityThunder","NewYorkKnicks",116,105,0,2017-02-15,221,0,0,98,1,1,94,0,0,218,0
