"","gospodarz","gosc","gospodarz_res","gosc_res","dogrywka","daty"
"1961","PortlandTrailBlazers","LosAngelesLakers",105,98,0,2017-01-25
"1962","OklahomaCityThunder","DallasMavericks",109,98,0,2017-01-26
"1963","MinnesotaTimberwolves","IndianaPacers",103,109,0,2017-01-26
"1964","DenverNuggets","PhoenixSuns",127,120,0,2017-01-26
"1965","UtahJazz","LosAngelesLakers",96,88,0,2017-01-26
"1966","PhiladelphiaErs","HoustonRockets",118,123,0,2017-01-27
"1967","IndianaPacers","SacramentoKings",115,111,1,2017-01-27
"1968","ClevelandCavaliers","BrooklynNets",124,116,0,2017-01-27
"1969","BostonCeltics","OrlandoMagic",128,98,0,2017-01-27
"1970","TorontoRaptors","MilwaukeeBucks",102,86,0,2017-01-27
"1971","NewYorkKnicks","CharlotteHornets",110,107,0,2017-01-27
"1972","ChicagoBulls","MiamiHeat",88,100,0,2017-01-27
"1973","NewOrleansPelicans","SanAntonioSpurs",119,103,0,2017-01-27
"1974","AtlantaHawks","WashingtonWizards",86,112,0,2017-01-27
"1975","PortlandTrailBlazers","MemphisGrizzlies",112,109,0,2017-01-27
"1976","CharlotteHornets","SacramentoKings",106,109,0,2017-01-28
"1977","MiamiHeat","DetroitPistons",116,103,0,2017-01-28
"1978","MilwaukeeBucks","BostonCeltics",108,112,1,2017-01-28
"1979","GoldenStateWarriors","LosAngelesClippers",144,98,0,2017-01-28
"1980","UtahJazz","MemphisGrizzlies",95,102,0,2017-01-28
"1981","PhoenixSuns","DenverNuggets",112,123,0,2017-01-28
"1982","MinnesotaTimberwolves","BrooklynNets",129,109,0,2017-01-28
"1983","AtlantaHawks","NewYorkKnicks",142,139,2,2017-01-29
"1984","ClevelandCavaliers","OklahomaCityThunder",107,91,0,2017-01-29
"1985","IndianaPacers","HoustonRockets",120,101,0,2017-01-29
"1986","NewOrleansPelicans","WashingtonWizards",94,107,0,2017-01-29
"1987","TorontoRaptors","OrlandoMagic",113,114,0,2017-01-29
"1988","ChicagoBulls","PhiladelphiaErs",121,108,0,2017-01-29
"1989","SanAntonioSpurs","DallasMavericks",101,105,0,2017-01-29
"1990","PortlandTrailBlazers","GoldenStateWarriors",111,113,0,2017-01-29
"1991","PhiladelphiaErs","SacramentoKings",122,119,0,2017-01-30
"1992","MiamiHeat","BrooklynNets",104,96,0,2017-01-30
"1993","MinnesotaTimberwolves","OrlandoMagic",111,105,1,2017-01-30
"1994","BostonCeltics","DetroitPistons",113,109,0,2017-01-30
"1995","DallasMavericks","ClevelandCavaliers",104,97,0,2017-01-30
"1996","PhoenixSuns","MemphisGrizzlies",96,115,0,2017-01-30
"1997","WashingtonWizards","NewYorkKnicks",117,101,0,2017-01-31
"1998","TorontoRaptors","NewOrleansPelicans",108,106,1,2017-01-31
"1999","HoustonRockets","SacramentoKings",105,83,0,2017-01-31
"2000","SanAntonioSpurs","OklahomaCityThunder",108,94,0,2017-01-31
"2001","PortlandTrailBlazers","CharlotteHornets",115,98,0,2017-01-31
"2002","LosAngelesLakers","DenverNuggets",120,116,0,2017-01-31
"2003","DetroitPistons","NewOrleansPelicans",118,98,0,2017-02-01
"2004","DallasMavericks","PhiladelphiaErs",113,95,0,2017-02-01
"2005","DenverNuggets","MemphisGrizzlies",99,119,0,2017-02-01
"2006","UtahJazz","MilwaukeeBucks",104,88,0,2017-02-01
"2007","PhoenixSuns","LosAngelesClippers",114,124,0,2017-02-01
"2008","OklahomaCityThunder","ChicagoBulls",100,128,0,2017-02-01
"2009","GoldenStateWarriors","CharlotteHornets",126,111,0,2017-02-01
"2010","OrlandoMagic","IndianaPacers",88,98,0,2017-02-01
"2011","ClevelandCavaliers","MinnesotaTimberwolves",125,97,0,2017-02-01
"2012","BostonCeltics","TorontoRaptors",109,104,0,2017-02-01
"2013","BrooklynNets","NewYorkKnicks",90,95,0,2017-02-01
"2014","MiamiHeat","AtlantaHawks",116,93,0,2017-02-01
"2015","WashingtonWizards","LosAngelesLakers",116,108,0,2017-02-02
"2016","HoustonRockets","AtlantaHawks",108,113,0,2017-02-02
"2017","SanAntonioSpurs","PhiladelphiaErs",102,86,0,2017-02-02
"2018","LosAngelesClippers","GoldenStateWarriors",120,133,0,2017-02-02
"2019","OrlandoMagic","TorontoRaptors",102,94,0,2017-02-03
"2020","BrooklynNets","IndianaPacers",97,106,0,2017-02-03
"2021","DetroitPistons","MinnesotaTimberwolves",116,108,0,2017-02-03
"2022","HoustonRockets","ChicagoBulls",121,117,1,2017-02-03
"2023","OklahomaCityThunder","MemphisGrizzlies",114,102,0,2017-02-03
"2024","BostonCeltics","LosAngelesLakers",113,107,0,2017-02-03
"2025","DenverNuggets","MilwaukeeBucks",121,117,0,2017-02-03
"2026","SacramentoKings","PhoenixSuns",103,105,0,2017-02-03
"2027","PortlandTrailBlazers","DallasMavericks",104,108,0,2017-02-03
"2028","WashingtonWizards","NewOrleansPelicans",105,91,0,2017-02-04
"2029","AtlantaHawks","OrlandoMagic",113,86,0,2017-02-04
"2030","IndianaPacers","DetroitPistons",105,84,0,2017-02-04
"2031","MiamiHeat","PhiladelphiaErs",125,102,0,2017-02-04
"2032","NewYorkKnicks","ClevelandCavaliers",104,111,0,2017-02-04
"2033","UtahJazz","CharlotteHornets",105,98,0,2017-02-04
"2034","PhoenixSuns","MilwaukeeBucks",112,137,0,2017-02-04
"2035","SanAntonioSpurs","DenverNuggets",121,97,0,2017-02-04
"2036","MinnesotaTimberwolves","MemphisGrizzlies",99,107,0,2017-02-04
"2037","SacramentoKings","GoldenStateWarriors",109,106,1,2017-02-04
"2038","BrooklynNets","TorontoRaptors",95,103,0,2017-02-05
"2039","BostonCeltics","LosAngelesClippers",107,102,0,2017-02-05
"2040","OklahomaCityThunder","PortlandTrailBlazers",105,99,0,2017-02-05
"2041","NewYorkKnicks","LosAngelesLakers",107,121,0,2017-02-06
"2042","WashingtonWizards","ClevelandCavaliers",135,140,1,2017-02-06
"2043","IndianaPacers","OklahomaCityThunder",93,90,0,2017-02-06
"2044","TorontoRaptors","LosAngelesClippers",118,109,0,2017-02-06
"2045","AtlantaHawks","UtahJazz",95,120,0,2017-02-06
"2046","DetroitPistons","PhiladelphiaErs",113,96,0,2017-02-06
"2047","NewOrleansPelicans","PhoenixSuns",111,106,0,2017-02-06
"2048","MinnesotaTimberwolves","MiamiHeat",113,115,0,2017-02-06
"2049","DenverNuggets","DallasMavericks",110,87,0,2017-02-06
"2050","MemphisGrizzlies","SanAntonioSpurs",89,74,0,2017-02-06
"2051","SacramentoKings","ChicagoBulls",107,112,0,2017-02-06
"2052","CharlotteHornets","BrooklynNets",111,107,0,2017-02-07
"2053","HoustonRockets","OrlandoMagic",128,104,0,2017-02-07
"2054","DallasMavericks","PortlandTrailBlazers",113,114,0,2017-02-07
"2055","PhiladelphiaErs","SanAntonioSpurs",103,111,0,2017-02-08
"2056","IndianaPacers","ClevelandCavaliers",117,132,0,2017-02-08
"2057","BrooklynNets","WashingtonWizards",110,114,1,2017-02-08
"2058","AtlantaHawks","DenverNuggets",117,106,0,2017-02-08
"2059","DetroitPistons","LosAngelesLakers",121,102,0,2017-02-08
"2060","MilwaukeeBucks","MiamiHeat",88,106,0,2017-02-08
"2061","MemphisGrizzlies","PhoenixSuns",110,91,0,2017-02-08
"2062","NewOrleansPelicans","UtahJazz",94,127,0,2017-02-08
"2063","MinnesotaTimberwolves","TorontoRaptors",112,109,0,2017-02-08
"2064","NewYorkKnicks","LosAngelesClippers",115,119,0,2017-02-08
"2065","GoldenStateWarriors","ChicagoBulls",123,92,0,2017-02-08
"2066","SacramentoKings","BostonCeltics",108,92,0,2017-02-08
"2067","CharlotteHornets","HoustonRockets",95,107,0,2017-02-09
"2068","OrlandoMagic","PhiladelphiaErs",111,112,0,2017-02-09
"2069","OklahomaCityThunder","ClevelandCavaliers",118,109,0,2017-02-09
"2070","DallasMavericks","UtahJazz",112,105,1,2017-02-09
"2071","PortlandTrailBlazers","BostonCeltics",111,120,0,2017-02-09
"2072","BrooklynNets","MiamiHeat",99,108,0,2017-02-10
"2073","NewYorkKnicks","DenverNuggets",123,131,0,2017-02-10
"2074","DetroitPistons","SanAntonioSpurs",92,103,0,2017-02-10
"2075","MilwaukeeBucks","LosAngelesLakers",114,122,0,2017-02-10
"2076","MemphisGrizzlies","GoldenStateWarriors",107,122,0,2017-02-10
"2077","MinnesotaTimberwolves","NewOrleansPelicans",106,122,0,2017-02-10
"2078","WashingtonWizards","IndianaPacers",112,107,0,2017-02-10
"2079","SacramentoKings","AtlantaHawks",108,107,0,2017-02-10
"2080","PhoenixSuns","ChicagoBulls",115,97,0,2017-02-10
"2081","CharlotteHornets","LosAngelesClippers",102,107,0,2017-02-11
"2082","IndianaPacers","MilwaukeeBucks",100,116,0,2017-02-11
"2083","PhiladelphiaErs","MiamiHeat",117,109,0,2017-02-11
"2084","ClevelandCavaliers","DenverNuggets",125,109,0,2017-02-11
"2085","OklahomaCityThunder","GoldenStateWarriors",114,130,0,2017-02-11
"2086","HoustonRockets","PhoenixSuns",133,102,0,2017-02-11
"2087","DallasMavericks","OrlandoMagic",112,80,0,2017-02-11
"2088","UtahJazz","BostonCeltics",104,112,0,2017-02-11
"2089","MinnesotaTimberwolves","ChicagoBulls",117,89,0,2017-02-12
"2090","NewYorkKnicks","SanAntonioSpurs",94,90,0,2017-02-12
"2091","TorontoRaptors","DetroitPistons",101,102,0,2017-02-12
"2092","SacramentoKings","NewOrleansPelicans",105,99,0,2017-02-12
"2093","WashingtonWizards","OklahomaCityThunder",120,98,0,2017-02-13
"2094","CharlotteHornets","PhiladelphiaErs",99,105,0,2017-02-13
"2095","BrooklynNets","MemphisGrizzlies",103,112,0,2017-02-13
"2096","MiamiHeat","OrlandoMagic",107,116,0,2017-02-13
"2097","MilwaukeeBucks","DetroitPistons",102,89,0,2017-02-13
"2098","IndianaPacers","SanAntonioSpurs",106,110,0,2017-02-13
"2099","DallasMavericks","BostonCeltics",98,111,0,2017-02-13
"2100","DenverNuggets","GoldenStateWarriors",132,110,0,2017-02-13
"2101","UtahJazz","LosAngelesClippers",72,88,0,2017-02-13
"2102","PhoenixSuns","NewOrleansPelicans",108,110,0,2017-02-13
"2103","PortlandTrailBlazers","AtlantaHawks",104,109,1,2017-02-13
"2104","ChicagoBulls","TorontoRaptors",105,94,0,2017-02-14
"2105","MinnesotaTimberwolves","ClevelandCavaliers",108,116,0,2017-02-14
"2106","LosAngelesLakers","SacramentoKings",96,97,0,2017-02-14
"2107","OrlandoMagic","SanAntonioSpurs",79,107,0,2017-02-15
"2108","ClevelandCavaliers","IndianaPacers",113,104,0,2017-02-15
"2109","BostonCeltics","PhiladelphiaErs",116,108,0,2017-02-15
"2110","TorontoRaptors","CharlotteHornets",90,85,0,2017-02-15
"2111","BrooklynNets","MilwaukeeBucks",125,129,0,2017-02-15
"2112","DetroitPistons","DallasMavericks",98,91,0,2017-02-15
"2113","MemphisGrizzlies","NewOrleansPelicans",91,95,0,2017-02-15
"2114","HoustonRockets","MiamiHeat",109,117,0,2017-02-15
"2115","DenverNuggets","MinnesotaTimberwolves",99,112,0,2017-02-15
"2116","UtahJazz","PortlandTrailBlazers",111,88,0,2017-02-15
"2117","PhoenixSuns","LosAngelesLakers",137,101,0,2017-02-15
"2118","OklahomaCityThunder","NewYorkKnicks",116,105,0,2017-02-15
"2119","LosAngelesClippers","AtlantaHawks",99,84,0,2017-02-15
"2120","GoldenStateWarriors","SacramentoKings",109,86,0,2017-02-15
"2121","IndianaPacers","WashingtonWizards",98,111,0,2017-02-16
"2122","ChicagoBulls","BostonCeltics",104,103,0,2017-02-16
"2123","OrlandoMagic","PortlandTrailBlazers",103,112,0,2017-02-23
"2124","DetroitPistons","CharlotteHornets",114,108,1,2017-02-23
"2125","NewOrleansPelicans","HoustonRockets",99,129,0,2017-02-23
"2126","ClevelandCavaliers","NewYorkKnicks",119,104,0,2017-02-23
"2127","GoldenStateWarriors","LosAngelesClippers",123,113,0,2017-02-23
"2128","SacramentoKings","DenverNuggets",116,100,0,2017-02-23
"2129","PhiladelphiaErs","WashingtonWizards",120,112,0,2017-02-24
"2130","IndianaPacers","MemphisGrizzlies",102,92,0,2017-02-24
"2131","TorontoRaptors","BostonCeltics",107,97,0,2017-02-24
"2132","ChicagoBulls","PhoenixSuns",128,121,1,2017-02-24
"2133","MilwaukeeBucks","UtahJazz",95,109,0,2017-02-24
"2134","OklahomaCityThunder","LosAngelesLakers",110,93,0,2017-02-24
"2135","MinnesotaTimberwolves","DallasMavericks",97,84,0,2017-02-24
"2136","AtlantaHawks","MiamiHeat",90,108,0,2017-02-24
"2137","DenverNuggets","BrooklynNets",129,109,0,2017-02-24
"2138","LosAngelesClippers","SanAntonioSpurs",97,105,0,2017-02-24
"2139","SacramentoKings","CharlotteHornets",85,99,0,2017-02-25
"2140","OrlandoMagic","AtlantaHawks",105,86,0,2017-02-25
"2141","NewYorkKnicks","PhiladelphiaErs",110,109,0,2017-02-25
"2142","MiamiHeat","IndianaPacers",113,95,0,2017-02-25
"2143","DallasMavericks","NewOrleansPelicans",96,83,0,2017-02-25
"2144","ClevelandCavaliers","ChicagoBulls",99,117,0,2017-02-25
"2145","HoustonRockets","MinnesotaTimberwolves",142,130,0,2017-02-25
"2146","GoldenStateWarriors","BrooklynNets",112,95,0,2017-02-25
"2147","LosAngelesLakers","SanAntonioSpurs",98,119,0,2017-02-26
"2148","MilwaukeeBucks","PhoenixSuns",100,96,0,2017-02-26
"2149","DenverNuggets","MemphisGrizzlies",98,105,0,2017-02-26
"2150","WashingtonWizards","UtahJazz",92,102,0,2017-02-26
"2151","TorontoRaptors","PortlandTrailBlazers",112,106,0,2017-02-26
"2152","DetroitPistons","BostonCeltics",98,104,0,2017-02-26
"2153","OklahomaCityThunder","NewOrleansPelicans",118,110,0,2017-02-26
"2154","LosAngelesClippers","CharlotteHornets",124,121,1,2017-02-26
"2155","NewYorkKnicks","TorontoRaptors",91,92,0,2017-02-27
"2156","PhiladelphiaErs","GoldenStateWarriors",108,119,0,2017-02-27
"2157","ClevelandCavaliers","MilwaukeeBucks",102,95,0,2017-02-27
"2158","BostonCeltics","AtlantaHawks",98,114,0,2017-02-27
"2159","HoustonRockets","IndianaPacers",108,117,0,2017-02-27
"2160","DallasMavericks","MiamiHeat",96,89,0,2017-02-27
"2161","SacramentoKings","MinnesotaTimberwolves",88,102,0,2017-02-27
"2162","WashingtonWizards","GoldenStateWarriors",112,108,0,2017-02-28
"2163","DetroitPistons","PortlandTrailBlazers",120,113,1,2017-02-28
"2164","ChicagoBulls","DenverNuggets",107,125,0,2017-02-28
"2165","MemphisGrizzlies","PhoenixSuns",130,112,0,2017-02-28
"2166","OklahomaCityThunder","UtahJazz",109,106,0,2017-02-28
"2167","LosAngelesLakers","CharlotteHornets",104,109,0,2017-02-28
"2168","OrlandoMagic","NewYorkKnicks",90,101,0,2017-03-01
"2169","TorontoRaptors","WashingtonWizards",96,105,0,2017-03-01
"2170","AtlantaHawks","DallasMavericks",100,95,0,2017-03-01
"2171","MiamiHeat","PhiladelphiaErs",125,98,0,2017-03-01
"2172","MilwaukeeBucks","DenverNuggets",98,110,0,2017-03-01
"2173","NewOrleansPelicans","DetroitPistons",109,86,0,2017-03-01
"2174","BostonCeltics","ClevelandCavaliers",103,99,0,2017-03-01
"2175","SanAntonioSpurs","IndianaPacers",100,99,0,2017-03-01
"2176","UtahJazz","MinnesotaTimberwolves",80,107,0,2017-03-01
"2177","LosAngelesClippers","HoustonRockets",103,122,0,2017-03-01
"2178","SacramentoKings","BrooklynNets",100,109,0,2017-03-01
"2179","ChicagoBulls","GoldenStateWarriors",94,87,0,2017-03-02
"2180","PhoenixSuns","CharlotteHornets",120,103,0,2017-03-02
"2181","PortlandTrailBlazers","OklahomaCityThunder",114,109,0,2017-03-02
"2182","PhiladelphiaErs","NewYorkKnicks",105,102,0,2017-03-03
"2183","WashingtonWizards","TorontoRaptors",106,114,0,2017-03-03
"2184","OrlandoMagic","MiamiHeat",110,99,0,2017-03-03
"2185","MilwaukeeBucks","LosAngelesClippers",112,101,0,2017-03-03
"2186","AtlantaHawks","ClevelandCavaliers",130,135,0,2017-03-03
"2187","DallasMavericks","MemphisGrizzlies",104,100,0,2017-03-03
"2188","UtahJazz","BrooklynNets",112,97,0,2017-03-03
"2189","PhoenixSuns","OklahomaCityThunder",118,111,0,2017-03-03
"2190","NewOrleansPelicans","SanAntonioSpurs",98,101,1,2017-03-03
"2191","LosAngelesLakers","BostonCeltics",95,115,0,2017-03-03
"2192","PhiladelphiaErs","DetroitPistons",106,136,0,2017-03-04
"2193","MilwaukeeBucks","TorontoRaptors",101,94,0,2017-03-04
"2194","MiamiHeat","ClevelandCavaliers",120,92,0,2017-03-04
"2195","ChicagoBulls","LosAngelesClippers",91,101,0,2017-03-04
"2196","DenverNuggets","CharlotteHornets",102,112,0,2017-03-04
"2197","HoustonRockets","MemphisGrizzlies",123,108,0,2017-03-04
"2198","SanAntonioSpurs","MinnesotaTimberwolves",97,90,1,2017-03-04
"2199","PortlandTrailBlazers","BrooklynNets",130,116,0,2017-03-04
"2200","AtlantaHawks","IndianaPacers",96,97,0,2017-03-05
"2201","NewYorkKnicks","GoldenStateWarriors",105,112,0,2017-03-05
"2202","PhoenixSuns","BostonCeltics",109,106,0,2017-03-05
"2203","WashingtonWizards","OrlandoMagic",115,114,0,2017-03-05
"2204","SacramentoKings","UtahJazz",109,110,1,2017-03-05
"2205","DallasMavericks","OklahomaCityThunder",104,89,0,2017-03-05
"2206","LosAngelesLakers","NewOrleansPelicans",97,105,0,2017-03-05
"2207","PhiladelphiaErs","MilwaukeeBucks",98,112,0,2017-03-06
"2208","OrlandoMagic","NewYorkKnicks",105,113,0,2017-03-06
"2209","ClevelandCavaliers","MiamiHeat",98,106,0,2017-03-06
"2210","AtlantaHawks","GoldenStateWarriors",111,119,0,2017-03-06
"2211","DetroitPistons","ChicagoBulls",109,95,0,2017-03-06
"2212","MemphisGrizzlies","BrooklynNets",109,122,0,2017-03-06
"2213","CharlotteHornets","IndianaPacers",100,88,0,2017-03-06
"2214","SanAntonioSpurs","HoustonRockets",112,110,0,2017-03-06
"2215","DenverNuggets","SacramentoKings",108,96,0,2017-03-06
"2216","UtahJazz","NewOrleansPelicans",88,83,0,2017-03-06
"2217","LosAngelesClippers","BostonCeltics",116,102,0,2017-03-06
"2218","OklahomaCityThunder","PortlandTrailBlazers",121,126,0,2017-03-07
"2219","DallasMavericks","LosAngelesLakers",122,111,0,2017-03-07
"2220","PhoenixSuns","WashingtonWizards",127,131,0,2017-03-07
"2221","OrlandoMagic","ChicagoBulls",98,91,0,2017-03-08
"2222","AtlantaHawks","BrooklynNets",110,105,0,2017-03-08
"2223","MiamiHeat","CharlotteHornets",108,101,0,2017-03-08
"2224","MilwaukeeBucks","NewYorkKnicks",104,93,0,2017-03-08
"2225","NewOrleansPelicans","TorontoRaptors",87,94,0,2017-03-08
"2226","HoustonRockets","UtahJazz",108,115,0,2017-03-08
"2227","MinnesotaTimberwolves","LosAngelesClippers",107,91,0,2017-03-08
"2228","IndianaPacers","DetroitPistons",115,98,0,2017-03-08
"2229","SanAntonioSpurs","SacramentoKings",114,104,0,2017-03-08
"2230","DenverNuggets","WashingtonWizards",113,123,0,2017-03-08
"2231","GoldenStateWarriors","BostonCeltics",86,99,0,2017-03-08
"2232","DetroitPistons","ClevelandCavaliers",106,101,0,2017-03-09
"2233","MemphisGrizzlies","LosAngelesClippers",98,114,0,2017-03-09
"2234","OklahomaCityThunder","SanAntonioSpurs",102,92,0,2017-03-09
"2235","PortlandTrailBlazers","PhiladelphiaErs",114,108,1,2017-03-09
"2236","PhoenixSuns","LosAngelesLakers",110,122,0,2017-03-09
"2237","CharlotteHornets","OrlandoMagic",121,81,0,2017-03-10
"2238","ChicagoBulls","HoustonRockets",94,115,0,2017-03-10
"2239","MilwaukeeBucks","IndianaPacers",99,85,0,2017-03-10
"2240","MinnesotaTimberwolves","GoldenStateWarriors",103,102,0,2017-03-10
"2241","AtlantaHawks","TorontoRaptors",105,99,0,2017-03-10
"2242","DenverNuggets","BostonCeltics",119,99,0,2017-03-10
"2243","DallasMavericks","BrooklynNets",105,96,0,2017-03-10
"2244","SacramentoKings","WashingtonWizards",122,130,1,2017-03-10
"2245","OklahomaCityThunder","UtahJazz",112,104,0,2017-03-11
"2246","LosAngelesClippers","PhiladelphiaErs",112,100,0,2017-03-11
"2247","DetroitPistons","NewYorkKnicks",112,92,0,2017-03-11
"2248","CharlotteHornets","NewOrleansPelicans",122,125,1,2017-03-11
"2249","OrlandoMagic","ClevelandCavaliers",104,116,0,2017-03-11
"2250","MilwaukeeBucks","MinnesotaTimberwolves",102,95,0,2017-03-11
"2251","MiamiHeat","TorontoRaptors",104,89,0,2017-03-11
"2252","SanAntonioSpurs","GoldenStateWarriors",107,85,0,2017-03-11
"2253","MemphisGrizzlies","AtlantaHawks",90,107,0,2017-03-11
"2254","DallasMavericks","PhoenixSuns",98,100,0,2017-03-11
"2255","PortlandTrailBlazers","WashingtonWizards",124,125,1,2017-03-11
"2256","SacramentoKings","DenverNuggets",92,105,0,2017-03-11
"2257","BostonCeltics","ChicagoBulls",100,80,0,2017-03-12
"2258","BrooklynNets","NewYorkKnicks",120,112,0,2017-03-12
"2259","IndianaPacers","MiamiHeat",102,98,0,2017-03-12
"2260","PhoenixSuns","PortlandTrailBlazers",101,110,0,2017-03-12
"2261","HoustonRockets","ClevelandCavaliers",117,112,0,2017-03-12
"2262","LosAngelesLakers","PhiladelphiaErs",116,118,0,2017-03-12
"2263","CharlotteHornets","ChicagoBulls",109,115,0,2017-03-13
"2264","TorontoRaptors","DallasMavericks",100,78,0,2017-03-13
"2265","MemphisGrizzlies","MilwaukeeBucks",113,93,0,2017-03-13
"2266","SanAntonioSpurs","AtlantaHawks",107,99,0,2017-03-13
"2267","MinnesotaTimberwolves","WashingtonWizards",119,104,0,2017-03-13
"2268","UtahJazz","LosAngelesClippers",114,108,0,2017-03-13
"2269","SacramentoKings","OrlandoMagic",120,115,0,2017-03-13
"2270","DenverNuggets","LosAngelesLakers",129,101,0,2017-03-13
"2271","ClevelandCavaliers","DetroitPistons",128,96,0,2017-03-14
"2272","BrooklynNets","OklahomaCityThunder",104,122,0,2017-03-14
"2273","NewYorkKnicks","IndianaPacers",87,81,0,2017-03-14
"2274","NewOrleansPelicans","PortlandTrailBlazers",100,77,0,2017-03-14
"2275","GoldenStateWarriors","PhiladelphiaErs",106,104,0,2017-03-14
"2276","WashingtonWizards","DallasMavericks",107,112,0,2017-03-15
"2277","IndianaPacers","CharlotteHornets",98,77,0,2017-03-15
"2278","BostonCeltics","MinnesotaTimberwolves",117,104,0,2017-03-15
"2279","MiamiHeat","NewOrleansPelicans",120,112,0,2017-03-15
"2280","DetroitPistons","UtahJazz",83,97,0,2017-03-15
"2281","ChicagoBulls","MemphisGrizzlies",91,98,0,2017-03-15
"2282","HoustonRockets","LosAngelesLakers",139,100,0,2017-03-15
"2283","SanAntonioSpurs","PortlandTrailBlazers",106,110,0,2017-03-15
"2284","PhoenixSuns","SacramentoKings",101,107,0,2017-03-15
"2285","LosAngelesClippers","MilwaukeeBucks",96,97,0,2017-03-15
"2286","ClevelandCavaliers","UtahJazz",91,83,0,2017-03-16
"2287","TorontoRaptors","OklahomaCityThunder",102,123,0,2017-03-16
"2288","NewYorkKnicks","BrooklynNets",110,121,0,2017-03-16
"2289","AtlantaHawks","MemphisGrizzlies",91,103,0,2017-03-16
"2290","DenverNuggets","LosAngelesClippers",129,114,0,2017-03-16
"2291","GoldenStateWarriors","OrlandoMagic",122,92,0,2017-03-16
"2292","PhiladelphiaErs","DallasMavericks",116,74,0,2017-03-17
"2293","WashingtonWizards","ChicagoBulls",112,107,0,2017-03-17
"2294","BrooklynNets","BostonCeltics",95,98,0,2017-03-17
"2295","DetroitPistons","TorontoRaptors",75,87,0,2017-03-17
"2296","NewOrleansPelicans","HoustonRockets",128,112,0,2017-03-17
"2297","MiamiHeat","MinnesotaTimberwolves",123,105,0,2017-03-17
"2298","PhoenixSuns","OrlandoMagic",103,109,0,2017-03-17
"2299","LosAngelesLakers","MilwaukeeBucks",103,107,0,2017-03-17
"2300","OklahomaCityThunder","SacramentoKings",110,94,0,2017-03-18
"2301","AtlantaHawks","PortlandTrailBlazers",97,113,0,2017-03-18
"2302","CharlotteHornets","WashingtonWizards",98,93,0,2017-03-18
"2303","LosAngelesClippers","ClevelandCavaliers",108,78,0,2017-03-18
"2304","ChicagoBulls","UtahJazz",95,86,0,2017-03-18
"2305","MemphisGrizzlies","SanAntonioSpurs",104,96,0,2017-03-18
"2306","DenverNuggets","HoustonRockets",105,109,0,2017-03-18
"2307","GoldenStateWarriors","MilwaukeeBucks",117,92,0,2017-03-18
"2308","BrooklynNets","DallasMavericks",104,111,0,2017-03-19
"2309","PhiladelphiaErs","BostonCeltics",105,99,0,2017-03-19
"2310","DetroitPistons","PhoenixSuns",112,95,0,2017-03-19
"2311","NewOrleansPelicans","MinnesotaTimberwolves",123,109,0,2017-03-19
"2312","TorontoRaptors","IndianaPacers",116,91,0,2017-03-19
"2313","MiamiHeat","PortlandTrailBlazers",104,115,0,2017-03-19
"2314","SanAntonioSpurs","SacramentoKings",118,102,0,2017-03-19
"2315","LosAngelesLakers","ClevelandCavaliers",120,125,0,2017-03-19
"2316","CharlotteHornets","AtlantaHawks",105,90,0,2017-03-20
"2317","OrlandoMagic","PhiladelphiaErs",112,109,1,2017-03-20
"2318","IndianaPacers","UtahJazz",107,100,0,2017-03-20
"2319","BostonCeltics","WashingtonWizards",110,102,0,2017-03-20
"2320","HoustonRockets","DenverNuggets",125,124,0,2017-03-20
"2321","OklahomaCityThunder","GoldenStateWarriors",95,111,0,2017-03-20
"2322","LosAngelesClippers","NewYorkKnicks",114,105,0,2017-03-20
"2323","TorontoRaptors","ChicagoBulls",122,120,1,2017-03-21
"2324","BrooklynNets","DetroitPistons",98,96,0,2017-03-21
"2325","MiamiHeat","PhoenixSuns",112,97,0,2017-03-21
"2326","NewOrleansPelicans","MemphisGrizzlies",95,82,0,2017-03-21
"2327","DallasMavericks","GoldenStateWarriors",87,112,0,2017-03-21
"2328","MinnesotaTimberwolves","SanAntonioSpurs",93,100,0,2017-03-21
"2329","PortlandTrailBlazers","MilwaukeeBucks",90,93,0,2017-03-21
"2330","LosAngelesClippers","LosAngelesLakers",133,109,0,2017-03-21
"2331","OrlandoMagic","CharlotteHornets",102,109,0,2017-03-22
"2332","BostonCeltics","IndianaPacers",109,100,0,2017-03-22
"2333","ChicagoBulls","DetroitPistons",117,95,0,2017-03-22
"2334","OklahomaCityThunder","PhiladelphiaErs",122,97,0,2017-03-22
"2335","WashingtonWizards","AtlantaHawks",104,100,0,2017-03-22
"2336","DenverNuggets","ClevelandCavaliers",126,113,0,2017-03-22
"2337","SacramentoKings","MilwaukeeBucks",98,116,0,2017-03-22
"2338","UtahJazz","NewYorkKnicks",108,101,0,2017-03-22
"2339","BrooklynNets","PhoenixSuns",126,98,0,2017-03-23
"2340","MiamiHeat","TorontoRaptors",84,101,0,2017-03-23
"2341","DallasMavericks","LosAngelesClippers",97,95,0,2017-03-23
"2342","SanAntonioSpurs","MemphisGrizzlies",97,90,0,2017-03-23
"2343","PortlandTrailBlazers","NewYorkKnicks",110,95,0,2017-03-23
"2344","WashingtonWizards","BrooklynNets",129,108,0,2017-03-24
"2345","CharlotteHornets","ClevelandCavaliers",105,112,0,2017-03-24
"2346","OrlandoMagic","DetroitPistons",115,87,0,2017-03-24
"2347","IndianaPacers","DenverNuggets",117,125,0,2017-03-24
"2348","BostonCeltics","PhoenixSuns",130,120,0,2017-03-24
